[Name]
Series1Cp at /POLYLINE:Polyline 1

[Data]
X [ m ],Pressure Coefficient
-3.11082125e+00, 8.78358185e-02
-3.10778570e+00, 9.33092833e-02
-3.10636187e+00, 9.26193595e-02
-3.10526419e+00, 9.05848444e-02
-3.10287476e+00, 8.43894482e-02
-3.10174918e+00, 8.31639022e-02
-3.09982014e+00, 8.28026533e-02
-3.09809923e+00, 8.27591717e-02
-3.09638309e+00, 8.19890127e-02
-3.09285927e+00, 8.04026425e-02
-3.08926058e+00, 8.03673863e-02
-3.08518338e+00, 8.41234773e-02
-3.08289909e+00, 8.36903900e-02
-3.08220291e+00, 8.28636885e-02
-3.07853365e+00, 7.01865926e-02
-3.07544231e+00, 6.70577958e-02
-3.07274771e+00, 7.27662146e-02
-3.06887484e+00, 7.58272335e-02
-3.06549215e+00, 7.35511780e-02
-3.06135178e+00, 7.14177862e-02
-3.05788040e+00, 7.05235526e-02
-3.05349350e+00, 6.57267794e-02
-3.04983568e+00, 6.33823499e-02
-3.04543972e+00, 6.29154146e-02
-3.04128909e+00, 6.17026761e-02
-3.03731990e+00, 6.15748316e-02
-3.03231120e+00, 5.95443137e-02
-3.02914333e+00, 5.72020337e-02
-3.02346706e+00, 5.55812009e-02
-3.02040195e+00, 5.67863770e-02
-3.01428628e+00, 5.28585725e-02
-3.01091480e+00, 5.08877598e-02
-3.00465894e+00, 5.64636402e-02
-3.00108361e+00, 5.79816811e-02
-2.99528170e+00, 4.54005077e-02
-2.99175024e+00, 3.94337885e-02
-2.98605895e+00, 4.87332344e-02
-2.98186874e+00, 4.99423444e-02
-2.97689915e+00, 4.59903367e-02
-2.97047925e+00, 4.34103012e-02
-2.96565962e+00, 3.99840474e-02
-2.96024871e+00, 4.01773602e-02
-2.95417047e+00, 3.93913351e-02
-2.94963574e+00, 3.77555005e-02
-2.94281816e+00, 3.58477123e-02
-2.93867302e+00, 3.45891975e-02
-2.93114948e+00, 3.26781757e-02
-2.92712069e+00, 3.26605104e-02
-2.91941214e+00, 3.32205184e-02
-2.91467714e+00, 3.27942148e-02
-2.90684128e+00, 3.02252714e-02
-2.90222597e+00, 2.71041505e-02
-2.89400816e+00, 2.55599041e-02
-2.88927865e+00, 2.62504369e-02
-2.88086891e+00, 2.64960453e-02
-2.87620783e+00, 2.62372550e-02
-2.86746526e+00, 2.07663067e-02
-2.86292791e+00, 1.87158026e-02
-2.85397935e+00, 1.92538518e-02
-2.84937096e+00, 1.87524650e-02
-2.84029889e+00, 1.70615576e-02
-2.83554339e+00, 1.63575970e-02
-2.82636976e+00, 1.48634361e-02
-2.82143760e+00, 1.40684145e-02
-2.81213689e+00, 1.25146778e-02
-2.80705166e+00, 1.16754845e-02
-2.79756689e+00, 1.01542827e-02
-2.79238272e+00, 9.27813165e-03
-2.78262591e+00, 7.58172618e-03
-2.77743554e+00, 6.71633426e-03
-2.76737261e+00, 4.98393970e-03
-2.76286674e+00, 4.24594060e-03
-2.76221991e+00, 4.13994025e-03
-2.75191402e+00, 2.43504858e-03
-2.74656487e+00, 1.65065576e-03
-2.73616838e+00, 1.16320865e-04
-2.73062372e+00, -8.13463063e-04
-2.72009706e+00, -2.34449538e-03
-2.71439624e+00, -3.55521333e-03
-2.70370507e+00, -4.90901154e-03
-2.69789910e+00, -6.03077468e-03
-2.68700910e+00, -7.65597494e-03
-2.68108463e+00, -8.65095947e-03
-2.67004442e+00, -1.05424849e-02
-2.66396642e+00, -1.18005397e-02
-2.65279007e+00, -1.41125014e-02
-2.64653540e+00, -1.47488192e-02
-2.63525629e+00, -1.65709220e-02
-2.62881255e+00, -1.75693426e-02
-2.61743450e+00, -1.94399338e-02
-2.61078787e+00, -2.04810351e-02
-2.59931755e+00, -2.19815597e-02
-2.59245872e+00, -2.33521461e-02
-2.58091831e+00, -2.79240683e-02
-2.57388401e+00, -2.84228511e-02
-2.56221414e+00, -2.76252404e-02
-2.55504274e+00, -3.09577547e-02
-2.54318500e+00, -3.98074351e-02
-2.53594756e+00, -3.93449403e-02
-2.52386618e+00, -3.17898095e-02
-2.51656532e+00, -3.13792154e-02
-2.50434852e+00, -3.90813276e-02
-2.49699998e+00, -4.72353473e-02
-2.48457456e+00, -5.38413376e-02
-2.47719598e+00, -4.88628782e-02
-2.46455932e+00, -4.18822467e-02
-2.45709729e+00, -4.58598770e-02
-2.44437528e+00, -5.93253635e-02
-2.43683434e+00, -6.43398017e-02
-2.42398810e+00, -6.63032234e-02
-2.41636491e+00, -6.84344843e-02
-2.40340161e+00, -7.19928294e-02
-2.39569998e+00, -7.08603188e-02
-2.38263083e+00, -7.56928697e-02
-2.37499738e+00, -8.54978338e-02
-2.36839151e+00, -7.25805759e-02
-2.36186957e+00, -6.59832805e-02
-2.35225320e+00, -6.00748658e-02
-2.33982682e+00, -4.01954129e-02
-2.32698464e+00, -4.04807255e-02
-2.31533146e+00, -4.26187553e-02
-2.29925275e+00, -3.25635746e-02
-2.28566360e+00, -2.64907554e-02
-2.27244687e+00, -2.71202475e-02
-2.25597429e+00, -2.55304836e-02
-2.24546933e+00, -2.48870123e-02
-2.22825909e+00, -2.72739027e-02
-2.21718311e+00, -2.60859933e-02
-2.20258474e+00, -2.30444036e-02
-2.18920422e+00, -2.67786644e-02
-2.17779183e+00, -2.61726696e-02
-2.16171813e+00, -1.65666882e-02
-2.14782262e+00, -1.73932556e-02
-2.13785744e+00, -1.88770331e-02
-2.13702393e+00, -1.89249534e-02
-2.12059641e+00, -1.78101137e-02
-2.10506606e+00, -2.01926269e-02
-2.10021019e+00, -2.06641778e-02
-2.09460139e+00, -2.05295160e-02
-2.08000612e+00, -1.81438141e-02
-2.06608915e+00, -1.40965134e-02
-2.05453730e+00, -1.29457843e-02
-2.03772593e+00, -2.05887631e-02
-2.03399706e+00, -2.13450361e-02
-2.02790546e+00, -2.22203583e-02
-2.01175880e+00, -1.70950200e-02
-1.99640989e+00, -1.40710874e-02
-1.99006796e+00, -1.47223137e-02
-1.98509121e+00, -1.56836789e-02
-1.96922636e+00, -1.50511451e-02
-1.95295620e+00, -1.34690292e-02
-1.93792140e+00, -1.99852586e-02
-1.92291784e+00, -1.75339263e-02
-1.90703464e+00, -1.42047657e-02
-1.89066875e+00, -1.01025384e-02
-1.87782168e+00, -1.17374714e-02
-1.86534619e+00, -1.34179257e-02
-1.84878707e+00, -1.07020847e-02
-1.83395207e+00, -1.80059746e-02
-1.81945515e+00, -1.72671825e-02
-1.80755734e+00, -1.60374641e-02
-1.80465007e+00, -1.66989248e-02
-1.79205787e+00, -1.26607120e-02
-1.77475202e+00, -7.77586782e-03
-1.76394987e+00, -1.56128835e-02
-1.74609792e+00, -1.31893465e-02
-1.72931719e+00, -1.67981293e-02
-1.71277630e+00, -1.13427518e-02
-1.69794917e+00, -7.45633943e-03
-1.69308925e+00, -7.68401101e-03
-1.68497729e+00, -9.55681317e-03
-1.67112088e+00, -1.41761312e-02
-1.65486574e+00, -1.59229115e-02
-1.63936341e+00, -1.70568936e-02
-1.62342811e+00, -8.90474208e-03
-1.60446024e+00, -8.39069299e-03
-1.59386253e+00, -1.79211125e-02
-1.58329964e+00, -2.19146162e-02
-1.57247436e+00, -1.61112733e-02
-1.55927563e+00, -1.03075653e-02
-1.55097497e+00, -1.02671795e-02
-1.54668236e+00, -1.11857783e-02
-1.53216994e+00, -1.34846792e-02
-1.51464391e+00, -7.12514529e-03
-1.50002265e+00, -1.41024459e-02
-1.49654245e+00, -1.57879256e-02
-1.48923624e+00, -1.80180334e-02
-1.47513032e+00, -1.49101559e-02
-1.45837283e+00, -1.05382428e-02
-1.45816135e+00, -1.04937134e-02
-1.44716549e+00, -7.76559766e-03
-1.43314064e+00, -6.06273673e-03
-1.41626823e+00, -8.39618593e-03
-1.39946508e+00, -9.31654219e-03
-1.38265097e+00, -6.35899324e-03
-1.38201666e+00, -6.18345197e-03
-1.37152576e+00, -4.55317646e-03
-1.36028516e+00, -8.48613773e-03
-1.34584558e+00, -1.73310172e-02
-1.33581758e+00, -1.72509514e-02
-1.32704318e+00, -1.59667432e-02
-1.31560993e+00, -1.49841504e-02
-1.30586946e+00, -1.24541167e-02
-1.29841554e+00, -1.30334273e-02
-1.28739762e+00, -1.41127994e-02
-1.27950418e+00, -1.33803580e-02
-1.27137733e+00, -1.35351950e-02
-1.26343131e+00, -1.55064622e-02
-1.25501311e+00, -1.42790964e-02
-1.25187242e+00, -1.29130203e-02
-1.24863398e+00, -1.16667431e-02
-1.23970807e+00, -1.05020721e-02
-1.22930455e+00, -1.12817343e-02
-1.21975207e+00, -1.10203912e-02
-1.21775520e+00, -1.10078370e-02
-1.20937836e+00, -1.10993059e-02
-1.20801878e+00, -1.10057695e-02
-1.19887984e+00, -9.36143845e-03
-1.19877779e+00, -9.33662523e-03
-1.18904006e+00, -7.33648892e-03
-1.17922580e+00, -7.79947499e-03
-1.16921437e+00, -6.39134971e-03
-1.15722668e+00, 6.64122216e-03
-1.14837873e+00, 1.23265106e-02
-1.14197385e+00, 1.82090290e-02
-1.13313055e+00, 3.78735922e-02
-1.12733984e+00, 6.43202364e-02
-1.12256086e+00, 1.03338823e-01
-1.11685359e+00, 1.90195709e-01
-1.11557174e+00, 2.20774323e-01
-1.11415124e+00, 2.54058003e-01
-1.11046743e+00, 3.39388609e-01
-1.10801101e+00, 3.98240149e-01
-1.10550630e+00, 6.35156393e-01
-1.10478079e+00, 6.71591520e-01
-1.10484576e+00, 6.42825246e-01
-1.10495782e+00, 7.25700378e-01
-1.10505688e+00, 8.33498478e-01
-1.10519195e+00, 9.39168036e-01
-1.10531485e+00, 9.81442869e-01
-1.10549867e+00, 9.75473642e-01
-1.10557866e+00, 9.26698983e-01
-1.10566020e+00, 6.16018414e-01
undef, undef
-1.01102471e-01, 7.13027418e-01
-1.01095214e-01, 9.37838137e-01
-1.00992665e-01, 1.00273514e+00
-1.00948900e-01, 1.00956607e+00
-1.00882292e-01, 9.96839702e-01
-1.00755587e-01, 9.50425982e-01
-1.00606754e-01, 8.41837585e-01
-1.00516438e-01, 7.34120905e-01
-1.00364529e-01, 6.13541365e-01
-1.00272268e-01, 6.22990370e-01
-1.01108223e-01, 5.89384019e-01
-1.03985310e-01, 3.59992743e-01
-1.06709838e-01, 2.94662803e-01
-1.09073237e-01, 2.27798805e-01
-1.11628689e-01, 1.58354476e-01
-1.16507314e-01, 7.74241313e-02
-1.20238617e-01, 4.44195531e-02
-1.26235992e-01, 1.44777363e-02
-1.34539038e-01, -1.86911586e-03
-1.43090278e-01, -5.56496903e-03
-1.50246307e-01, -5.03095239e-03
-1.60361856e-01, -3.30988521e-04
-1.68080047e-01, 3.87101155e-03
-1.77163064e-01, 6.69555366e-03
-1.86977029e-01, 1.07375830e-02
-1.90078139e-01, 1.38959475e-02
-1.92365289e-01, 1.62511710e-02
-2.00123906e-01, 2.01269854e-02
-2.09526271e-01, 2.58870237e-02
-2.21565530e-01, 3.65316458e-02
-2.25332126e-01, 3.77437398e-02
-2.28143647e-01, 3.86422798e-02
-2.39041239e-01, 4.26169075e-02
-2.48625636e-01, 4.82051820e-02
-2.57109463e-01, 5.07305451e-02
-2.59619832e-01, 5.02868257e-02
-2.62410820e-01, 4.97413836e-02
-2.70094454e-01, 5.19559905e-02
-2.78910697e-01, 5.62558249e-02
-2.87920356e-01, 5.78974672e-02
-2.95763582e-01, 6.09983765e-02
-3.05876017e-01, 5.66814542e-02
-3.16170275e-01, 5.31774387e-02
-3.26236427e-01, 5.49256355e-02
-3.36814225e-01, 4.91104424e-02
-3.47446203e-01, 4.26288880e-02
-3.57854009e-01, 3.69061828e-02
-3.68215322e-01, 3.03749256e-02
-3.78575504e-01, 2.50061490e-02
-3.88514578e-01, 2.09231377e-02
-3.89604628e-01, 2.04895772e-02
-3.96763206e-01, 1.72332712e-02
-4.05916810e-01, 1.34006198e-02
-4.13200021e-01, 1.11265080e-02
-4.14200455e-01, 1.08057735e-02
-4.24339920e-01, 8.59834906e-03
-4.35199976e-01, 7.56377168e-03
-4.47257578e-01, 4.21419227e-03
-4.57838833e-01, 4.00979538e-04
-4.67946112e-01, -8.32598424e-04
-4.77846891e-01, -1.24241214e-03
-4.87646222e-01, -5.36211126e-04
-4.97440964e-01, -2.34486721e-03
-5.07391632e-01, -3.95778846e-03
-5.14072299e-01, -4.00403235e-03
-5.22402525e-01, -4.00841888e-03
-5.32120645e-01, -7.14707235e-03
-5.38453341e-01, -8.66921060e-03
-5.44873297e-01, -7.55339023e-03
-5.53727627e-01, -6.81664981e-03
-5.63729167e-01, -6.01398153e-03
-5.75728953e-01, -7.44810514e-03
-5.82759142e-01, -7.64353340e-03
-5.91481209e-01, -9.47180763e-03
-6.00976110e-01, -9.32864752e-03
-6.10127032e-01, -8.14851094e-03
-6.20074034e-01, -8.85212235e-03
-6.30236864e-01, -9.99801140e-03
-6.38054252e-01, -1.36907818e-02
-6.44967914e-01, -1.48709621e-02
-6.51027739e-01, -7.12173758e-03
-6.51263714e-01, -7.02152308e-03
-6.56132817e-01, -6.36138115e-03
-6.65544331e-01, -1.03394613e-02
-6.73902273e-01, -1.05808266e-02
-6.82179570e-01, -1.12080108e-02
-6.90654993e-01, -1.21674854e-02
-6.99360132e-01, -1.33073386e-02
-7.07400441e-01, -1.28220823e-02
-7.16940165e-01, -1.08656120e-02
-7.24264026e-01, -1.04211085e-02
-7.34926760e-01, -1.13337738e-02
-7.39584029e-01, -1.15558486e-02
-7.40983844e-01, -1.16153443e-02
-7.51899004e-01, -1.16226822e-02
-7.58789480e-01, -1.32947136e-02
-7.67962396e-01, -1.36161707e-02
-7.74693549e-01, -9.53736529e-03
-7.87111104e-01, -8.77598021e-03
-7.88802147e-01, -9.68755037e-03
-7.94387102e-01, -1.26705263e-02
-8.03858638e-01, -1.40177989e-02
-8.14155638e-01, -1.10101141e-02
-8.25019479e-01, -1.02363592e-02
-8.34174514e-01, -1.10852951e-02
-8.39360833e-01, -1.32372361e-02
-8.41995180e-01, -1.43121202e-02
-8.51247549e-01, -1.34595530e-02
-8.61250281e-01, -9.69970971e-03
-8.70915592e-01, -1.06061446e-02
-8.72006357e-01, -1.04959626e-02
-8.79460216e-01, -1.01488139e-02
-8.85920405e-01, -1.14917411e-02
-8.87728155e-01, -1.18573969e-02
-8.97697091e-01, -1.18565308e-02
-9.07859683e-01, -1.22819170e-02
-9.16673660e-01, -1.03798136e-02
-9.23588574e-01, -1.02774091e-02
-9.33455646e-01, -1.18869487e-02
-9.44425225e-01, -1.04469890e-02
-9.45711851e-01, -1.04430113e-02
-9.51017141e-01, -1.07214898e-02
-9.61419702e-01, -1.26564242e-02
-9.69968200e-01, -1.14702806e-02
-9.78066683e-01, -8.87630880e-03
-9.89003479e-01, -7.97203556e-03
-9.95839953e-01, -8.58118199e-03
-1.00590181e+00, -9.39908996e-03
-1.01415706e+00, -7.88653083e-03
-1.02268195e+00, -2.97885737e-03
-1.03375053e+00, 3.95311182e-03
-1.04192448e+00, 7.86453951e-03
-1.05125690e+00, 1.47783384e-02
-1.05943227e+00, 2.47609764e-02
-1.06679785e+00, 2.93741822e-02
-1.07258821e+00, 1.81082897e-02
-1.07874250e+00, -3.84387672e-02
-1.08229637e+00, -1.09821744e-01
-1.08244336e+00, -1.13835879e-01
-1.08490753e+00, -1.83007509e-01
-1.08746886e+00, -2.67845362e-01
-1.09009337e+00, -3.15487862e-01
-1.09315622e+00, -2.37429932e-01
-1.09404778e+00, -1.78069413e-01
-1.09405982e+00, -1.74544483e-01
-1.09423053e+00, -2.55372077e-01
-1.09433913e+00, -3.08979064e-01
-1.09448469e+00, -3.82732123e-01
-1.09456396e+00, -4.52263951e-01
-1.09462655e+00, -4.98196632e-01
-1.09475696e+00, -5.37660241e-01
-1.09481120e+00, -5.06820083e-01
undef, undef
-9.92265195e-02, -1.58378816e+00
-9.84972939e-02, -1.23739719e+00
-9.73671824e-02, -9.08269525e-01
-9.59954560e-02, -6.84248805e-01
-9.41768065e-02, -6.61931396e-01
-9.30343792e-02, -7.66846120e-01
-9.25413072e-02, -9.51142788e-01
undef, undef
-1.10370469e+00, -1.29187047e+00
-1.10305631e+00, -1.13193202e+00
-1.10288811e+00, -1.07916176e+00
-1.10214174e+00, -8.60929728e-01
-1.10101533e+00, -6.55825853e-01
-1.10070372e+00, -6.16245866e-01
-1.09943962e+00, -5.36768615e-01
-1.09914136e+00, -5.26551008e-01
-1.09740400e+00, -5.70735395e-01
-1.09736443e+00, -5.77459157e-01
-1.09698856e+00, -6.56228602e-01


