"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1763,       -2.91873591,      0.3596974133,      0.4138411376,       3.102616251,     -0.2565310595,        3.29888795
          0,           0,        1764,      -2.930752646,      0.3482800155,      0.4118101133,       3.075361716,     -0.2549901117,       3.303491264
          0,           0,        1765,      -2.912762394,       0.365850219,      0.4136093026,       3.091178998,     -0.2546851046,       3.304316973
          0,           0,        1766,      -2.919988784,      0.3571142434,       0.409096272,       3.123146477,      -0.253414468,       3.308665957
          0,           0,        1767,      -2.915446424,      0.3621680578,      0.4139649618,        3.10461296,     -0.2548526709,       3.303910665
          0,           0,        1768,      -2.931238417,      0.3478607319,       0.411558308,       3.081093613,     -0.2562422353,       3.299941218
          0,           0,        1769,      -2.912542421,      0.3654310022,      0.4137124711,       3.129202984,     -0.2540151669,       3.308328925
          0,           0,        1770,      -2.922179759,      0.3564277223,      0.4088978429,       3.096424681,      -0.255616377,       3.304325648
          0,           0,        1771,      -2.915530027,      0.3621156551,      0.4140266436,       3.096898736,     -0.2564354926,       3.302674467
          0,           0,        1772,       -2.93842102,      0.3409083887,       0.409134308,         3.1224016,     -0.2595498717,       3.293974598
          0,           0,        1773,      -2.918757167,      0.3601892837,      0.4128101644,       3.101284793,     -0.2577179343,       3.302444275
          0,           0,        1774,      -2.930402306,         0.3489012,      0.4113822807,       3.112388956,     -0.2573957704,        3.30544762
          0,           0,        1775,      -2.911794652,      0.3677124213,       0.414517575,       3.105196229,     -0.2583730804,       3.304709628
          0,           0,        1776,      -2.919007835,      0.3595374641,      0.4093115316,       3.096991915,     -0.2575682203,       3.309534496
          0,           0,        1777,      -2.916207881,      0.3615211009,      0.4134866387,       3.131628172,     -0.2616484159,       3.298245543
          0,           0,        1778,      -2.934970383,      0.3450143316,      0.4114374348,       3.084641052,     -0.2610660716,         3.3025789
          0,           0,        1779,      -2.912948335,      0.3660208207,      0.4139956058,       3.090915829,     -0.2580043223,       3.314816208
          0,           0,        1780,      -2.919531643,      0.3580521501,      0.4092942268,       3.130725374,     -0.2568830436,       3.320932473
          0,           0,        1781,      -2.915603835,        0.36215623,      0.4135184999,       3.102952094,       -0.25844008,       3.318996343
          0,           0,        1782,      -2.932567947,       0.346454697,      0.4115305717,       3.076769702,     -0.2593855741,       3.319417255
          0,           0,        1783,      -2.911364907,      0.3658223086,      0.4141683981,       3.135888244,     -0.2582312188,       3.326637459
          0,           0,        1784,      -2.920936772,      0.3569687128,      0.4088779105,       3.099659618,     -0.2597062988,       3.326311865
          0,           0,        1785,      -2.914454698,      0.3629104828,      0.4135425997,       3.087379822,     -0.2640715269,       3.317534694
          0,           0,        1786,      -2.936708382,      0.3415380655,      0.4091325592,       3.117070975,     -0.2689738959,       3.307805528
          0,           0,        1787,      -2.917975488,      0.3601792439,      0.4130326232,       3.104610505,     -0.2710870098,       3.306904134
          0,           0,        1788,      -2.930713598,      0.3478219985,      0.4110683734,        3.08218021,     -0.2721745716,       3.308813107
          0,           0,        1789,      -2.910981382,      0.3667958842,      0.4145933916,       3.133264575,     -0.2734534627,        3.31034375
          0,           0,        1790,      -2.918803791,      0.3588830795,      0.4093874905,       3.096849486,     -0.2727224818,       3.317623035
          0,           0,        1791,      -2.916249549,       0.361096906,      0.4131736404,       3.089100902,     -0.2775209651,       3.308408974
          0,           0,        1792,      -2.933065998,       0.345031994,      0.4116744921,        3.12138045,     -0.2803574307,       3.305157983
          0,           0,        1793,      -2.912993386,      0.3658052604,      0.4141307229,       3.102546235,     -0.2792796879,       3.312959251
          0,           0,        1794,      -2.920134112,      0.3578831359,      0.4088995026,       3.084994444,     -0.2819479123,       3.309633438
          0,           0,        1795,      -2.914512311,      0.3618704859,      0.4138459743,       3.134487579,     -0.2846179998,       3.305866964
          0,           0,        1796,      -2.932948381,      0.3462174244,      0.4116311519,       3.092870896,     -0.2872245968,       3.302038991
          0,           0,        1797,      -2.912383274,      0.3657523827,       0.413681415,       3.090763482,      -0.285590376,       3.309942724
          0,           0,        1798,      -2.926738705,      0.3507474137,      0.4063366903,       3.124828533,     -0.2883098911,       3.305519339
          0,           0,        1799,      -2.919753636,      0.3575438001,      0.4131625427,       3.099230559,     -0.2911242778,        3.30073875
          0,           0,        1800,      -2.939760525,         0.3394303,      0.4139600318,       3.098712868,     -0.2924911083,       3.299521984
          0,           0,        1801,      -2.911644969,      0.3673876189,      0.4141123471,        3.10515372,     -0.2916156146,       3.304910926
          0,           0,        1802,      -2.915031038,      0.3619496377,      0.4067905863,       3.096518437,     -0.2901649848,       3.311332057
          0,           0,        1803,      -2.916494182,      0.3600019286,      0.4141302423,       3.133608661,     -0.2965789483,       3.295298884
          0,           0,        1804,      -2.938449862,      0.3412787772,      0.4137405693,       3.081701471,     -0.2971574809,       3.295671339
          0,           0,        1805,      -2.913012216,      0.3661672258,      0.4134749087,       3.089196462,     -0.2943322119,       3.305192912
          0,           0,        1806,      -2.918209024,      0.3593244047,       0.407163078,       3.122756828,      -0.294405178,        3.30625122
          0,           0,        1807,      -2.916714518,      0.3612162202,      0.4141253983,       3.093743657,     -0.2965638112,       3.300844913
          0,           0,        1808,       -2.93529905,       0.344879634,      0.4132358798,       3.069972059,     -0.2976186474,       3.298157726
          0,           0,        1809,      -2.912980047,      0.3662929845,      0.4132530408,        3.09885709,     -0.2942071754,       3.307644254
          0,           0,        1810,      -2.920126959,      0.3580054407,      0.4075710377,       3.126784798,     -0.2947687652,       3.305630251
          0,           0,        1811,      -2.916142155,      0.3620175614,        0.41443194,       3.098548458,     -0.2957569151,       3.301971034
          0,           0,        1812,      -2.933580779,      0.3463587038,      0.4128024126,        3.07509069,     -0.2956730465,       3.300820742
          0,           0,        1813,      -2.912332237,      0.3659201536,      0.4133209151,       3.126431687,     -0.2921456721,       3.309338031
          0,           0,        1814,      -2.921888012,      0.3570816819,      0.4075953603,       3.088752939,     -0.2902012759,       3.313253054
          0,           0,        1815,      -2.914978125,      0.3627060059,      0.4143189183,        3.08893109,     -0.2911594135,       3.308915614
          0,           0,        1816,      -2.937777438,      0.3411771734,      0.4100069945,       3.121991321,     -0.2914055647,       3.307130388
          0,           0,        1817,      -2.918412119,      0.3602082357,      0.4123791278,       3.100038919,     -0.2898489321,       3.310758571
          0,           0,        1818,      -2.931090735,      0.3478851024,      0.4103153211,        3.07937423,     -0.2876983961,       3.316017631
          0,           0,        1819,      -2.911226801,      0.3669785856,      0.4151198853,       3.133852928,     -0.2876789099,       3.315982371
          0,           0,        1820,      -2.918740013,      0.3590815513,      0.4100049706,        3.10140506,     -0.2859226548,       3.320918991
          0,           0,        1821,      -2.915672091,      0.3615445124,      0.4130335055,       3.129653505,     -0.2913635556,       3.305824669
          0,           0,        1822,      -2.941351007,      0.3385016369,      0.4081051418,       3.085103606,     -0.2944743721,       3.297848146
          0,           0,        1823,       -2.91876064,      0.3595234576,      0.4134620239,       3.086606947,     -0.2914108186,       3.307177514
          0,           0,        1824,       -2.92937538,      0.3484975285,      0.4119861711,       3.124237483,     -0.2906732822,       3.309885668
          0,           0,        1825,      -2.913030695,      0.3660123845,      0.4140402012,       3.107054476,     -0.2899459848,       3.312710332
          0,           0,        1826,      -2.920285763,      0.3575482613,      0.4088463899,       3.083263245,     -0.2898927891,       3.313782771
          0,           0,        1827,      -2.915067424,      0.3618732526,      0.4139141385,       3.132838237,      -0.291027623,       3.311156268
          0,           0,        1828,      -2.932479813,      0.3470355122,      0.4116602901,       3.091035227,     -0.2951128616,       3.301002685
          0,           0,        1829,      -2.913466174,      0.3653591082,      0.4136494577,       3.088218775,     -0.2926968913,       3.308605665
          0,           0,        1830,      -2.921206856,      0.3565648891,      0.4092233647,       3.125266781,     -0.2947740331,       3.303681217
          0,           0,        1831,      -2.915571394,      0.3622998293,      0.4138470178,       3.104461365,     -0.2952863251,       3.303184225
          0,           0,        1832,      -2.932101934,      0.3476427397,       0.411526762,         3.0776406,     -0.2969129954,       3.299430132
          0,           0,        1833,      -2.912066117,      0.3656683248,      0.4136884011,       3.131151186,     -0.2949032218,       3.306407149
          0,           0,        1834,       -2.92225634,      0.3565501267,      0.4090028305,       3.096702232,     -0.2950790018,       3.307150248
          0,           0,        1835,      -2.915106031,      0.3626505215,       0.414057172,        3.09172491,      -0.298437374,       3.299034338
          0,           0,        1836,      -2.938057835,      0.3413768261,      0.4089454415,       3.112604011,     -0.3000940407,       3.296063116
          0,           0,        1837,      -2.918805349,      0.3601215118,      0.4123842153,       3.092080257,     -0.3003550638,         3.2973389
          0,           0,        1838,      -2.931251129,      0.3481144062,      0.4110880602,       3.076967832,     -0.2978053981,       3.305853716
          0,           0,        1839,      -2.911327748,      0.3670833059,      0.4145528756,       3.136658439,      -0.298735766,       3.305270799
          0,           0,        1840,      -2.918833541,      0.3595294832,      0.4092491709,       3.099753836,     -0.2952892258,       3.316154131
          0,           0,        1841,      -2.917428774,      0.3607294244,      0.4132373842,       3.082946917,     -0.3002412178,       3.303759261
          0,           0,        1842,      -2.942299558,      0.3374016169,      0.4089375554,       3.112327385,     -0.3020887515,       3.300499676
          0,           0,        1843,      -2.919166115,      0.3603867886,      0.4133607969,       3.099348362,     -0.3000411682,       3.307296394
          0,           0,        1844,      -2.930656495,      0.3488755825,      0.4109993771,       3.077967055,      -0.299468551,       3.309464086
          0,           0,        1845,      -2.912754982,      0.3657297846,      0.4143270644,       3.133769371,     -0.2991168323,       3.310706642
          0,           0,        1846,      -2.921869773,      0.3566144591,      0.4095472536,       3.098208342,     -0.2968812535,       3.316676946
          0,           0,        1847,      -2.914606944,       0.362960636,      0.4136375836,       3.124414007,     -0.2960275435,       3.318339876
          0,           0,        1848,      -2.929306318,      0.3493380697,      0.4111608217,       3.095679949,     -0.2964038268,       3.317103472
          0,           0,        1849,      -2.912543668,      0.3654705304,      0.4137222856,       3.101337549,     -0.2915047463,        3.32905694
          0,           0,        1850,      -2.921164045,      0.3562278136,      0.4096182154,       3.127462507,     -0.2929381453,       3.324969344
          0,           0,        1851,      -2.913935255,      0.3632724479,      0.4139541711,       3.098282792,     -0.2915412675,       3.327999901
          0,           0,        1852,      -2.928807077,      0.3496633119,      0.4109975378,        3.07687606,     -0.2941581286,       3.320642626
          0,           0,        1853,      -2.910564621,      0.3662874879,      0.4138357733,       3.135730174,     -0.2925620495,       3.324317352
          0,           0,        1854,       -2.92198527,      0.3563119926,      0.4094050522,       3.098699414,     -0.2944015985,       3.318622278
          0,           0,        1855,      -2.913128387,      0.3638302505,      0.4137947896,       3.090351621,     -0.2966992071,       3.311562866
          0,           0,        1856,       -2.92759467,      0.3497882748,       0.411497004,        3.12423077,     -0.2960430841,       3.311569727
          0,           0,        1857,      -2.912000693,      0.3657663422,      0.4135995102,       3.107762512,     -0.2948047546,       3.313072512
          0,           0,        1858,      -2.922382619,      0.3554520845,      0.4093013448,       3.086987687,     -0.2915968828,       3.319236275
          0,           0,        1859,      -2.912763145,      0.3635200865,      0.4142548108,       3.132675512,     -0.2929821384,       3.312986285
          0,           0,        1860,      -2.929075443,      0.3495330832,      0.4111000813,       3.091122275,      -0.290763326,       3.316028207
          0,           0,        1861,      -2.912713608,      0.3653292327,       0.413472408,       3.102232786,     -0.2905697184,       3.313424576
          0,           0,        1862,      -2.923442577,      0.3547716323,      0.4093780422,       3.090785959,       -0.28908057,       3.313611697
          0,           0,        1863,      -2.917830519,      0.3595704492,      0.4125035822,       3.130062746,      -0.290956542,       3.304227716
          0,           0,        1864,      -2.934500302,      0.3444383595,      0.4086734346,       3.095587816,     -0.2901072523,       3.302402681
          0,           0,        1865,      -2.922485588,      0.3552517477,      0.4118394515,       3.085203126,     -0.2884172614,       3.303374109
          0,           0,        1866,      -2.931226874,      0.3468196742,      0.4118532327,       3.117258923,     -0.2867389057,       3.304407997
          0,           0,        1867,      -2.911714836,      0.3665043192,      0.4150096927,       3.106017941,     -0.2837283096,       3.309290001
          0,           0,        1868,      -2.919111909,      0.3582231719,      0.4084949347,       3.092640179,     -0.2828012348,       3.308338549
          0,           0,        1869,      -2.916092492,      0.3602449375,      0.4132617777,       3.132293389,     -0.2844437016,       3.299816374
          0,           0,        1870,      -2.936582401,       0.342660943,      0.4118139311,       3.082304504,     -0.2841448461,       3.297175634
          0,           0,        1871,      -2.913228855,      0.3656134029,      0.4140060064,       3.087106884,     -0.2802573988,       3.305411891
          0,           0,        1872,      -2.918783378,      0.3580577522,      0.4085293431,       3.128329781,     -0.2783771283,       3.307644936
          0,           0,        1873,      -2.916361692,      0.3614211585,      0.4133874426,       3.103477671,      -0.280070614,       3.299044163
          0,           0,        1874,       -2.93326571,      0.3455114009,      0.4121238536,       3.112581661,     -0.2795354412,       3.297046084
          0,           0,        1875,      -2.913539894,      0.3655280837,      0.4137424126,       3.099955969,     -0.2759858301,       3.304072202
          0,           0,        1876,      -2.921625039,       0.356947654,      0.4080335237,       3.079621575,     -0.2748158706,       3.303621748
          0,           0,        1877,      -2.915346261,      0.3622059246,      0.4139155911,       3.125029838,      -0.274312207,       3.300791063
          0,           0,        1878,      -2.932723154,      0.3471705962,      0.4120473819,       3.090174193,      -0.273936401,       3.297314387
          0,           0,        1879,      -2.912918928,      0.3661320542,      0.4135163281,       3.101950614,     -0.2701121477,       3.304581675
          0,           0,        1880,      -2.921522831,      0.3568354893,      0.4086876201,       3.128807359,     -0.2690265861,        3.30297558
          0,           0,        1881,      -2.916037395,      0.3622979561,      0.4139257229,       3.095777002,     -0.2678229619,       3.301666262
          0,           0,        1882,      -2.932124956,      0.3473862478,      0.4117387802,       3.074762527,     -0.2660148506,       3.302247624
          0,           0,        1883,       -2.91190654,      0.3658431518,      0.4137300521,       3.134799435,     -0.2616448753,       3.311405451
          0,           0,        1884,      -2.922278136,      0.3565736093,      0.4085738573,       3.099533152,     -0.2591925218,       3.314643746
          0,           0,        1885,      -2.915369726,      0.3626796426,      0.4138867068,       3.085886355,      -0.259165063,       3.310214133
          0,           0,        1886,      -2.937597387,      0.3413894061,      0.4091786835,       3.114167654,     -0.2587366114,       3.307656411
          0,           0,        1887,      -2.918623608,      0.3599843588,      0.4126914636,       3.100518854,     -0.2567682496,       3.310747362
          0,           0,        1888,      -2.930989449,      0.3479592899,      0.4109636559,       3.083801828,     -0.2547296663,       3.314106917
          0,           0,        1889,      -2.911289476,      0.3669897879,      0.4148418629,       3.136999621,     -0.2544351426,       3.312408056
          0,           0,        1890,       -2.91905307,      0.3591505114,      0.4094603632,       3.099783342,     -0.2528398353,       3.315076389
          0,           0,        1891,      -2.916475639,       0.360906617,      0.4132604235,       3.123460226,     -0.2568147367,       3.298840443
          0,           0,        1892,      -2.942610374,      0.3375916562,      0.4084838015,       3.082589612,     -0.2582092818,       3.291462421
          0,           0,        1893,      -2.919299228,      0.3594977317,      0.4131523166,       3.083883811,     -0.2544241872,       3.301859956
          0,           0,        1894,      -2.929343068,      0.3488821003,      0.4115373842,       3.119900192,     -0.2524729734,        3.30591688
          0,           0,        1895,      -2.913579902,      0.3657366251,      0.4142478039,       3.105638115,     -0.2512309714,       3.307869177
          0,           0,        1896,      -2.921237911,      0.3570752672,       0.409202344,       3.084174732,     -0.2502031607,        3.30939273
          0,           0,        1897,       -2.91545567,      0.3620305094,      0.4136897591,         3.1329858,     -0.2511893245,       3.304010491
          0,           0,        1898,       -2.93226456,      0.3474834474,      0.4113739804,       3.092136919,     -0.2524997684,       3.297979916
          0,           0,        1899,      -2.913766511,      0.3651868748,      0.4138600784,       3.092783576,     -0.2496925918,       3.306252606
          0,           0,        1900,      -2.921738829,      0.3561966712,      0.4094680428,       3.126712216,      -0.250702605,       3.301765755
          0,           0,        1901,       -2.91565322,      0.3624260753,      0.4136855421,        3.10642376,     -0.2505388047,       3.301691049
          0,           0,        1902,      -2.932021936,      0.3480119736,      0.4112765582,       3.074163651,     -0.2515300416,       3.297921954
          0,           0,        1903,      -2.913795832,      0.3654673487,      0.4135762318,       3.083670447,     -0.2497380377,       3.304478395
          0,           0,        1904,      -2.923401449,      0.3560189289,      0.4088978745,       3.079407416,     -0.2497007964,       3.305081364
          0,           0,        1905,      -2.914336743,      0.3628872925,      0.4139563971,       3.109821905,     -0.2515548401,       3.299753676
          0,           0,        1906,      -2.931291654,      0.3484999054,      0.4113759422,       3.089247976,     -0.2514104033,       3.301396052
          0,           0,        1907,      -2.913666255,      0.3654641763,      0.4134360298,       3.087955206,     -0.2513524674,       3.303149118
          0,           0,        1908,      -2.922301974,      0.3555522077,      0.4093574773,       3.114462739,     -0.2499919789,       3.309246591
          0,           0,        1909,      -2.914934647,      0.3629774322,      0.4138614781,       3.103943462,      -0.252019255,       3.304069788
          0,           0,        1910,      -2.930751481,       0.348976493,       0.411212963,       3.075323284,     -0.2511157561,       3.308739295
          0,           0,        1911,       -2.91355816,      0.3657643326,      0.4130821496,       3.086072324,     -0.2512928418,       3.309985789
          0,           0,        1912,      -2.923547427,      0.3559625299,      0.4089775154,       3.075401869,     -0.2514162344,       3.311471832
          0,           0,        1913,       -2.91547385,      0.3631283248,      0.4140088098,       3.087376338,     -0.2539260893,       3.304843572
          0,           0,        1914,      -2.930674316,      0.3488770712,      0.4111270257,       3.084306482,     -0.2541820227,       3.305673117
          0,           0,        1915,      -2.912033108,      0.3650391068,      0.4136934249,       3.130328017,     -0.2526880895,       3.312225378
          0,           0,        1916,      -2.923078297,      0.3551985003,      0.4092083485,       3.096294468,     -0.2516312322,       3.317426485
          0,           0,        1917,      -2.914158609,      0.3632851418,      0.4139662753,       3.098928239,     -0.2517499157,       3.318842259
          0,           0,        1918,      -2.927965992,      0.3496508023,      0.4114246181,       3.125923893,     -0.2521999132,       3.319531393
          0,           0,        1919,      -2.912628492,      0.3655592726,       0.413459208,       3.100872199,      -0.251234562,       3.324822674
          0,           0,        1920,       -2.92279584,      0.3555098407,      0.4090134881,       3.069080612,     -0.2521641016,        3.32435315
          0,           0,        1921,      -2.913204909,      0.3633956362,      0.4139243156,       3.121080255,      -0.253854268,       3.321648324
          0,           0,        1922,      -2.928285118,      0.3496585927,      0.4111988115,       3.096984726,     -0.2562325454,       3.316843781
          0,           0,        1923,      -2.911234938,      0.3659033887,      0.4135008582,       3.101416129,     -0.2568247455,       3.317624932
          0,           0,        1924,      -2.920794079,      0.3560237657,       0.409620879,        3.12806241,     -0.2588784312,       3.313491887
          0,           0,        1925,       -2.91367881,      0.3635071084,      0.4138720969,       3.097624985,     -0.2604790058,       3.310394064
          0,           0,        1926,      -2.928153066,      0.3497043146,       0.410912765,       3.077917962,      -0.260881154,       3.310613719
          0,           0,        1927,       -2.91114162,      0.3655970692,      0.4137886121,       3.135004468,     -0.2594516155,       3.316282597
          0,           0,        1928,      -2.922300037,      0.3553314885,      0.4093955204,       3.099123764,      -0.258986284,        3.31847241
          0,           0,        1929,      -2.913508301,      0.3633474936,      0.4137464326,       3.090832169,     -0.2603457167,       3.314843038
          0,           0,        1930,      -2.927309546,      0.3497133489,      0.4113356013,       3.123087915,     -0.2606835195,       3.313961729
          0,           0,        1931,       -2.91231432,      0.3653960859,      0.4135463704,       3.106455773,     -0.2602865001,       3.315207602
          0,           0,        1932,      -2.922120642,      0.3551027748,      0.4095109494,       3.114215837,     -0.2603040496,       3.314785886
          0,           0,        1933,      -2.913956823,      0.3631469139,      0.4136366491,       3.099378359,     -0.2613803248,       3.310900388
          0,           0,        1934,       -2.92819427,      0.3497763404,      0.4108070766,       3.078129885,     -0.2615359981,       3.309833835
          0,           0,        1935,      -2.911521071,      0.3653647293,       0.413874429,       3.135046277,     -0.2609438249,       3.311239054
          0,           0,        1936,       -2.92274556,      0.3552702231,      0.4094201701,        3.09865824,     -0.2611884744,       3.309988306
          0,           0,        1937,      -2.914361438,      0.3628993883,      0.4137128591,       3.090388025,     -0.2627703239,       3.304435771
          0,           0,        1938,      -2.928661507,      0.3490627295,      0.4112973926,       3.123097424,     -0.2636120459,       3.301233517
          0,           0,        1939,      -2.913269786,      0.3652598308,      0.4135660977,       3.105912551,     -0.2628989001,       3.303075676
          0,           0,        1940,      -2.923205759,      0.3552547349,      0.4093751391,       3.102488198,     -0.2625726131,       3.303567315
          0,           0,        1941,      -2.915121163,      0.3629231904,      0.4138152704,       3.096319413,     -0.2632548083,       3.300676912
          0,           0,        1942,      -2.929677024,      0.3491366166,      0.4110991986,       3.115404594,     -0.2628782948,       3.301187855
          0,           0,        1943,      -2.913615001,      0.3649804013,      0.4135276482,        3.09858714,     -0.2611518439,       3.305929744
          0,           0,        1944,      -2.923386929,      0.3549339619,      0.4091390291,       3.081655175,     -0.2601287824,       3.308370204
          0,           0,        1945,      -2.913707961,      0.3635313792,       0.413943976,       3.133267118,     -0.2603978695,       3.306791336
          0,           0,        1946,      -2.928721467,      0.3506402627,      0.4110177135,        3.09517691,     -0.2608752112,       3.304734456
          0,           0,        1947,      -2.913398445,      0.3652931794,      0.4135127999,       3.090875604,     -0.2606796109,       3.304966257
          0,           0,        1948,      -2.923545572,      0.3545415463,      0.4097320497,       3.126837964,     -0.2613699889,       3.302437277
          0,           0,        1949,      -2.914927137,      0.3634843967,      0.4138175338,       3.105528063,     -0.2619094626,       3.300616348
          0,           0,        1950,       -2.92836808,      0.3504480511,      0.4108441947,       3.085619788,     -0.2614394175,       3.302479738
          0,           0,        1951,      -2.912538608,      0.3650414988,      0.4139094028,       3.133671053,     -0.2599424783,       3.308259643
          0,           0,        1952,      -2.924404947,      0.3544218911,      0.4094688151,       3.093173403,     -0.2591620857,       3.312227112
          0,           0,        1953,      -2.914493545,      0.3636561287,      0.4136991229,       3.087226816,     -0.2596837092,       3.312686802
          0,           0,        1954,      -2.928614353,      0.3505477222,      0.4107372718,       3.077916016,     -0.2599632256,       3.314458679
          0,           0,        1955,      -2.913449348,      0.3648291059,      0.4134307067,       3.091979674,     -0.2602097042,        3.31696425
          0,           0,        1956,      -2.924066749,      0.3540990024,       0.409516738,       3.082171517,     -0.2612412813,       3.317543487
          0,           0,        1957,      -2.914061867,      0.3637375048,      0.4137066306,       3.090290166,      -0.263874368,       3.313711672
          0,           0,        1958,      -2.926038943,      0.3508241883,      0.4111476156,       3.124399638,     -0.2664769241,        3.31028887
          0,           0,        1959,       -2.91293375,      0.3648713707,      0.4135818666,       3.107730561,     -0.2685929309,       3.308563771
          0,           0,        1960,      -2.924288596,      0.3538708092,       0.409453888,       3.082467156,     -0.2702484931,       3.308249037
          0,           0,        1961,      -2.912976749,      0.3634704466,      0.4141675283,       3.131720487,       -0.27206813,        3.30744301
          0,           0,        1962,      -2.927797351,      0.3504927787,      0.4108217959,       3.097911323,     -0.2732182169,       3.308649851
          0,           0,        1963,      -2.912525956,      0.3646746117,      0.4137442704,       3.128275673,     -0.2745138796,       3.309085474
          0,           0,        1964,      -2.930957548,      0.3472920268,      0.4068732622,       3.090487776,      -0.277541746,       3.304793287
          0,           0,        1965,      -2.918672127,      0.3584309706,      0.4128101694,       3.086162316,     -0.2799914656,       3.302247789
          0,           0,        1966,      -2.934433706,      0.3433142245,      0.4131973917,       3.118696265,     -0.2817359369,       3.301694001
          0,           0,        1967,      -2.911411752,      0.3675579293,      0.4143338964,       3.107924574,     -0.2820124622,       3.305634208
          0,           0,        1968,      -2.915458646,      0.3613739771,      0.4073916257,       3.087431316,     -0.2819876385,       3.310237793
          0,           0,        1969,      -2.916465699,        0.35959258,      0.4137312472,       3.128973876,     -0.2880612584,       3.296782241
          0,           0,        1970,       -2.93867303,      0.3406517451,      0.4130737146,       3.090685969,     -0.2907277943,       3.293535049
          0,           0,        1971,       -2.91276008,      0.3660108276,      0.4137889837,       3.096108617,     -0.2880056785,       3.305765861
          0,           0,        1972,      -2.917493146,        0.35969652,      0.4077836643,       3.127746729,     -0.2892643367,       3.306124807
          0,           0,        1973,      -2.916936959,      0.3607211694,      0.4138471914,       3.099297598,     -0.2930836419,       3.298998898
          0,           0,        1974,      -2.935720548,      0.3438247983,      0.4128511692,       3.074254086,     -0.2959671432,       3.294141123
          0,           0,        1975,      -2.912375867,      0.3659312196,      0.4138224354,       3.133480859,     -0.2932244093,       3.304961848
          0,           0,        1976,       -2.92072489,      0.3580871413,      0.4075696166,       3.092318717,     -0.2942386544,       3.304452999
          0,           0,        1977,      -2.916440459,      0.3613940323,      0.4139576978,       3.085912081,     -0.2968734477,       3.298421968
          0,           0,        1978,      -2.940255519,      0.3389266548,       0.410164046,       3.118019516,     -0.2991747653,       3.293091734
          0,           0,        1979,      -2.918484912,       0.360607995,      0.4126600903,       3.101361721,     -0.2971404246,       3.299738837
          0,           0,        1980,      -2.929231031,       0.349765704,      0.4102898597,       3.114768917,     -0.2953329052,       3.304636691
          0,           0,        1981,      -2.912373667,      0.3669830758,      0.4147752994,       3.106779648,     -0.2962882099,       3.301636291
          0,           0,        1982,      -2.920083202,      0.3580964382,      0.4102189703,       3.094178986,     -0.2936443839,       3.307921929
          0,           0,        1983,      -2.915309668,      0.3621769966,      0.4132643533,       3.133641525,     -0.2957393859,       3.300441031
          0,           0,        1984,      -2.932547918,      0.3470373242,      0.4105506988,       3.085716228,     -0.2938283622,       3.304251495
          0,           0,        1985,      -2.912905713,      0.3656570947,       0.414254269,       3.089739745,     -0.2887042129,       3.316622476
          0,           0,        1986,      -2.920591151,      0.3569629609,      0.4100018637,        3.12513152,     -0.2871960879,       3.319141314
          0,           0,        1987,      -2.915122313,      0.3626732784,      0.4132297042,       3.103041206,     -0.2865907034,       3.319272807
          0,           0,        1988,        -2.9310227,      0.3479454726,      0.4107630146,        3.07538347,     -0.2869641607,       3.316942614
          0,           0,        1989,      -2.911516948,       0.365744835,      0.4143827054,       3.134843867,     -0.2841001778,       3.323637217
          0,           0,        1990,      -2.921948493,      0.3564427234,      0.4094605266,       3.098258376,     -0.2845018435,       3.321565437
          0,           0,        1991,      -2.914313784,      0.3633164186,      0.4132780446,       3.088534822,     -0.2873382081,       3.312740993
          0,           0,        1992,      -2.936360504,      0.3423650902,      0.4085563475,       3.116821515,     -0.2902779917,       3.303774207
          0,           0,        1993,      -2.918286255,       0.360078775,      0.4132227088,       3.100427174,     -0.2901359296,       3.303589897
          0,           0,        1994,      -2.930436576,      0.3477150101,       0.411825295,       3.118380174,     -0.2880585752,       3.308507493
          0,           0,        1995,       -2.91183301,      0.3670415603,      0.4140786488,       3.104627119,     -0.2871164763,       3.310547395
          0,           0,        1996,      -2.918247801,      0.3593886506,      0.4088212237,       3.085075285,     -0.2836907319,       3.319564317
          0,           0,        1997,      -2.915852886,       0.360822465,      0.4137617215,       3.132047189,      -0.287464768,       3.308701392
          0,           0,        1998,      -2.935475189,      0.3439599765,       0.411760504,       3.091572746,     -0.2883897991,       3.306385356
          0,           0,        1999,      -2.912810384,        0.36589477,      0.4137290598,       3.091869793,     -0.2859607891,       3.313715528
          0,           0,        2000,      -2.918913556,      0.3582349231,      0.4089983781,       3.126626204,     -0.2869642255,       3.311917128
          0,           0,        2001,      -2.915760004,      0.3616353113,      0.4137296304,       3.103965762,      -0.289200312,       3.306974183
          0,           0,        2002,      -2.933176142,      0.3457096765,      0.4117953538,       3.083744382,     -0.2913994166,       3.302736571
          0,           0,        2003,      -2.911892711,      0.3657710508,      0.4140040856,       3.133485657,     -0.2892402611,       3.311388372
          0,           0,        2004,       -2.92127316,      0.3571584871,      0.4085625247,        3.09244944,     -0.2909655737,       3.309603723
          0,           0,        2005,      -2.915087131,      0.3620999501,      0.4137610299,       3.094924848,     -0.2948111207,       3.302217329
          0,           0,        2006,      -2.938543269,      0.3402451301,      0.4093487188,        3.12164745,     -0.2988954223,       3.294702331
          0,           0,        2007,      -2.918722812,      0.3599769185,      0.4128517997,       3.095468331,     -0.2990979929,       3.298797263
