"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         579,      -2.409955167,       0.763002617,      0.8161586734,       3.511406544,       1.163188407,        4.32152425
          0,           0,         580,       -2.31674008,      0.8534023624,      0.8288849734,       3.629749612,       1.181828091,        4.46372323
          0,           0,         581,      -2.304294873,      0.8974162077,      0.8405094703,       3.647515812,       1.137599535,       4.449374069
          0,           0,         582,      -2.422794276,       0.728454893,      0.8009908583,       3.454684373,       1.101205355,       4.145402771
          0,           0,         583,      -2.393055175,      0.7821423269,      0.7117304165,        3.47974978,       1.108880351,       4.051192656
          0,           0,         584,      -2.412631475,      0.7811453184,      0.7780295359,       3.437650569,       1.130164261,       4.351559003
          0,           0,         585,      -2.359823754,      0.8416603548,      0.8481871267,       3.551262115,       1.146963088,       4.445059707
          0,           0,         586,      -2.360829713,      0.7973655222,      0.8595781938,       3.591294238,       1.101190409,       4.353120045
          0,           0,         587,      -2.381011474,      0.8358463993,      0.7460866036,       3.566479965,       1.073482066,       4.138566456
          0,           0,         588,      -2.555108408,       0.467231787,      0.5465409947,       3.332679271,       1.062550337,       3.918682124
          0,           0,         589,      -2.555059698,      0.3989407011,      0.5763481049,       3.306355211,       1.064301273,       3.948239583
          0,           0,         590,      -2.525878284,      0.5230956415,      0.4905983476,        3.33533755,       1.067467147,       3.994724239
          0,           0,         591,      -2.608413977,      0.3440850196,      0.4481266281,       3.263329379,        1.06837054,       3.897994828
          0,           0,         592,      -2.517280769,      0.6112039655,      0.4531501351,       3.371179262,       1.070702148,       3.906115147
          0,           0,         593,      -2.528079555,      0.5556733984,      0.4481038391,       3.340591416,       1.071782089,       3.802162821
          0,           0,         594,      -2.600388242,      0.3696258442,       0.439933408,       3.244549143,       1.076750228,        3.81466043
          0,           0,         595,      -2.629737956,      0.2669022562,      0.5885891169,       3.236878633,       1.083166809,       3.949625934
          0,           0,         596,      -2.638061763,      0.2456677314,      0.6337513299,       3.237875097,       1.090587236,       4.053429848
          0,           0,         597,      -2.559055798,      0.5861163204,      0.7421454175,       3.361210067,       1.105892906,       4.291925732
          0,           0,         598,      -2.467938657,      0.7277128137,      0.8188994348,       3.431263545,        1.12979916,       4.480644983
          0,           0,         599,      -2.375549724,      0.8407997127,      0.8385665626,       3.494461673,       1.148674342,       4.559679755
          0,           0,         600,      -2.263513083,      0.9456627649,      0.8930016148,       3.639363402,       1.084032341,       4.433315277
          0,           0,         601,      -2.384219858,      0.7637598371,      0.8267209799,       3.545541496,       1.044260955,       4.225388535
          0,           0,         602,      -2.423282205,      0.7813643096,      0.6795838398,       3.511426732,       1.051423681,       4.171568092
          0,           0,         603,      -2.628776844,      0.3637424836,      0.7582613657,        3.31063355,       1.064438357,       4.239049004
          0,           0,         604,      -2.395136791,      0.7999371131,      0.8262907697,       3.537694748,       1.078681953,       4.334209342
          0,           0,         605,      -2.279272743,      0.9040402536,      0.8392337131,        3.64659503,       1.102785393,       4.484344936
          0,           0,         606,      -2.298406257,      0.9069651476,      0.8453048924,       3.601309523,        1.04501581,       4.483776933
          0,           0,         607,      -2.398405576,      0.7883945765,      0.8123676974,       3.478809357,      0.9903606323,       4.265423554
          0,           0,         608,      -2.404003792,      0.7809251895,      0.7410682481,        3.47465049,       1.001087149,       4.242547194
          0,           0,         609,      -2.382518596,      0.8359192653,      0.7985157534,       3.505737639,       1.034789859,       4.448745339
          0,           0,         610,       -2.32004459,      0.8872885246,      0.8660391775,       3.596369275,       1.058131678,       4.534008516
          0,           0,         611,      -2.341863017,      0.8245306538,      0.8788350437,       3.612237705,      0.9841508309,       4.417748165
          0,           0,         612,      -2.380484785,      0.8496657366,      0.7779834453,       3.582113125,       1.000113832,       4.444468314
          0,           0,         613,      -2.457191788,       0.731814303,      0.8100600468,       3.477663514,       1.046062277,       4.600244035
          0,           0,         614,      -2.511975119,      0.6704840618,      0.8743914407,       3.385041079,      0.9751515674,       4.526647372
          0,           0,         615,      -2.371169944,      0.8286187507,      0.8443331686,       3.499612404,       0.875398928,       4.071889366
          0,           0,         616,      -2.479789887,      0.6873873375,      0.7286952845,        3.41413029,      0.8524551573,       3.857088239
          0,           0,         617,        -2.5325864,      0.6349921705,      0.4628804132,       3.345563987,      0.8457813361,       3.592802772
          0,           0,         618,      -2.694863108,      0.3831125558,      0.5822454549,       3.175496727,      0.8489044363,       3.467564575
          0,           0,         619,      -2.730320728,      0.1922518369,      0.4878057074,       3.158035843,      0.8523375887,       3.498561692
          0,           0,         620,      -2.709860928,      0.2699975127,      0.4203633227,       3.132179107,      0.8549215116,       3.453344712
          0,           0,         621,      -2.745005092,      0.1609983713,      0.4418399202,       3.120108047,       0.861678175,        3.56439752
          0,           0,         622,      -2.611045204,       0.542338549,       0.594798689,       3.301318875,      0.8707826227,       3.799106688
          0,           0,         623,      -2.529197958,      0.6567951502,      0.6309457275,       3.352783447,      0.8579886913,       3.552748107
          0,           0,         624,      -2.608408729,      0.5236829677,      0.4220939616,       3.217305709,      0.8593113421,       3.664366776
          0,           0,         625,      -2.719803185,      0.2498868177,      0.5700833014,       3.175240742,       0.860080964,       3.464008035
          0,           0,         626,      -2.719430081,      0.2343421202,      0.4864356634,       3.143932512,      0.8623202368,       3.533742718
          0,           0,         627,      -2.755280374,      0.1483412917,      0.4163340229,        3.11589508,      0.8670284954,       3.139227786
          0,           0,         628,      -2.629582072,      0.5309200261,      0.4940100611,       3.287312001,      0.8757581055,       3.758800566
          0,           0,         629,      -2.521144808,      0.6670158812,      0.6343887782,       3.412498338,      0.8663813346,       3.812395331
          0,           0,         630,      -2.637741407,      0.4931410662,      0.4991860612,       3.205667581,      0.8649147746,       3.652946102
          0,           0,         631,      -2.747498096,      0.1938062902,      0.3452516538,       3.176922918,       0.865814705,       3.487872157
          0,           0,         632,      -2.740367248,      0.1997436878,        0.42268138,       3.124306854,      0.8676709669,       3.479493149
          0,           0,         633,       -2.76767161,      0.1493035905,       0.506825096,       3.114954455,      0.8690546844,       3.293706709
          0,           0,         634,      -2.695597998,      0.3770283374,      0.4615894758,       3.232360113,      0.8755292895,       3.510026367
          0,           0,         635,      -2.648254946,      0.4837985583,      0.5737422683,       3.297660366,      0.8724795251,        3.55422083
          0,           0,         636,      -2.739843078,      0.2412538182,      0.4783187646,       3.152653114,      0.8742485376,       3.403290145
          0,           0,         637,      -2.778102009,     0.09944768676,      0.3682656916,       3.077849444,      0.8759485738,       2.960329614
          0,           0,         638,      -2.766406065,     0.08885759193,      0.4332876741,        3.15744398,      0.8824605416,       3.320650889
          0,           0,         639,      -2.704525006,      0.3993580532,      0.5966718729,       3.211941711,       0.891895818,       3.788392024
          0,           0,         640,       -2.64375328,      0.5120558465,      0.6301859957,       3.271112669,      0.8796416555,       3.403452903
          0,           0,         641,      -2.709214344,      0.3543605287,       0.404600516,         3.1420301,      0.8816735941,          3.532933
          0,           0,         642,      -2.781864471,     0.06581917395,      0.5599269357,       3.134392205,      0.8839173939,        3.27893018
          0,           0,         643,      -2.802625801,     0.01130935775,      0.4770042148,       3.068517677,      0.8870686955,       3.438520076
          0,           0,         644,      -2.798821832,     0.05667189619,      0.4339062435,       3.058868035,      0.8893856294,       3.219530531
          0,           0,         645,      -2.797621434,     0.07557805219,      0.4473281704,       3.121936363,      0.8965597938,       3.452670061
          0,           0,         646,      -2.713985306,      0.3859435315,      0.5844030358,       3.212118757,      0.8933628326,       3.374054384
          0,           0,         647,      -2.639632791,      0.5626830709,      0.4775179655,       3.270142544,      0.8958258104,        3.42473297
          0,           0,         648,      -2.715108718,      0.3990369523,      0.3711591019,       3.142087968,      0.8985522534,       3.572492655
          0,           0,         649,      -2.761317295,      0.2031992503,       0.432831529,       3.131826523,      0.9002218874,       3.430421153
          0,           0,         650,      -2.780948685,      0.1284452538,      0.4909805134,       3.065435073,      0.9067642855,        3.61331139
          0,           0,         651,      -2.799694253,      0.1091899541,      0.5235314088,       3.065678924,      0.9139412299,       3.735519862
          0,           0,         652,      -2.809150368,     0.05589132374,      0.6458010343,       3.114165814,      0.9034823442,       3.573895493
          0,           0,         653,      -2.809760015,      0.1439880869,      0.5141212918,       3.061704325,       0.904185067,       3.442612726
          0,           0,         654,      -2.792018862,      0.2014386503,      0.3325228873,        3.13170917,      0.9061515074,       3.181949054
          0,           0,         655,      -2.752549796,       0.341659369,      0.3668815899,       3.173564564,      0.9128591743,       3.553052562
          0,           0,         656,      -2.653717689,      0.5022588468,       0.589333532,        3.27731407,      0.9210578901,       3.804770274
          0,           0,         657,      -2.519937204,      0.6955274714,      0.6179244894,       3.425259599,      0.9117017681,       3.764392108
          0,           0,         658,      -2.634277386,      0.5165258517,      0.3489639616,       3.262647521,        0.91071284,       3.403747325
          0,           0,         659,      -2.809718938,      0.2324652234,      0.5627558194,       3.065591301,      0.9166331482,       3.518413762
          0,           0,         660,      -2.652563585,      0.5054290482,       0.569168215,       3.285036317,      0.9239984601,       3.759187026
          0,           0,         661,      -2.587819713,      0.6034150634,      0.6567726958,       3.385260777,      0.9332884864,       3.974775229
          0,           0,         662,      -2.473428783,       0.744467585,      0.7119699614,       3.489952658,      0.9181562345,       3.968100437
          0,           0,         663,       -2.62372341,      0.5710224545,      0.4442081486,       3.261927281,      0.9079272817,       3.326003666
          0,           0,         664,      -2.755542943,      0.2326788434,       0.577286459,        3.12173565,      0.9101261138,       3.441712183
          0,           0,         665,       -2.82302035,      0.1270558037,      0.4796282083,       3.042444165,      0.9157550565,        3.61458952
          0,           0,         666,      -2.680492971,      0.4981663516,      0.5888434508,       3.191159909,      0.9220099897,       3.793744263
          0,           0,         667,      -2.557272345,      0.6540091906,       0.643541328,       3.327448808,       0.929255391,       3.931992487
          0,           0,         668,      -2.513146167,      0.7160152014,      0.7452408901,       3.349188664,       0.909953274,       3.715045904
          0,           0,         669,      -2.807433061,      0.1542867296,      0.6091238916,       3.069740028,      0.9034205043,       3.204110912
          0,           0,         670,       -2.76106249,      0.3273359818,      0.3594585864,       3.152830321,      0.9093362451,       3.666860209
          0,           0,         671,      -2.771276822,      0.3682310009,      0.5953409715,       3.204217497,      0.9054446014,       3.601069997
          0,           0,         672,      -2.698089708,      0.4956064226,      0.4977560265,       3.237844115,      0.9063921025,       3.584233271
          0,           0,         673,      -2.715862319,      0.4936262283,      0.4811818585,       3.239525048,      0.9071804108,       3.507589077
          0,           0,         674,      -2.799479828,      0.2958253602,       0.448717121,       3.114890951,      0.9079829306,       3.469694815
          0,           0,         675,       -2.82032751,      0.2634840546,      0.4024866729,       3.054912406,       0.911653573,        3.45550045
          0,           0,         676,      -2.814626795,      0.2957680659,      0.4876483568,       3.111200306,      0.9155459267,        3.62378691
          0,           0,         677,      -2.575400528,      0.6650081873,      0.6392350089,       3.305082927,      0.9045030641,       3.451456367
          0,           0,         678,      -2.583326746,      0.5801698312,      0.5098336573,       3.284008351,      0.9046643545,       3.548070102
          0,           0,         679,      -2.867394693,      0.2152991992,      0.3305747758,       3.057587272,      0.9056363271,       3.583683242
          0,           0,         680,      -2.826199949,       0.290047239,      0.4080661362,       3.076324808,      0.9056614491,       3.509047023
          0,           0,         681,      -2.838971725,      0.2349224133,      0.5065050929,        3.09786817,      0.9096264434,       3.657157799
          0,           0,         682,       -2.64175249,      0.5904927099,      0.5262177757,       3.299635728,      0.9131336476,        3.78633061
          0,           0,         683,      -2.516686798,      0.7102044263,      0.6390991482,       3.402284043,      0.9028234088,       3.840621732
          0,           0,         684,      -2.682400254,      0.5141547259,      0.5002973052,       3.159600947,      0.8997715032,       3.677453641
          0,           0,         685,      -2.862019831,      0.2098482976,      0.3342141611,       3.061481794,       0.898687823,       3.467419265
          0,           0,         686,      -2.809691459,      0.2375629795,       0.348916606,       3.109916064,      0.9029368886,       3.709457788
          0,           0,         687,      -2.844986267,      0.2388319889,      0.5887226768,       3.109168303,      0.8964265208,       3.489880562
          0,           0,         688,      -2.703916686,      0.5145500977,      0.4615639432,       3.232059835,      0.8968485536,       3.622888672
          0,           0,         689,      -2.711239826,      0.4881113398,      0.4844088714,       3.216916326,      0.8962548475,        3.51654425
          0,           0,         690,      -2.800011066,      0.3214772437,      0.4542176301,       3.124729515,      0.8957564229,        3.43275799
          0,           0,         691,      -2.881268892,      0.1905607254,      0.3933579503,       3.096439622,      0.8952822322,       3.372435833
          0,           0,         692,        -2.8099012,        0.36997766,      0.4217197384,       3.143164187,      0.8947437326,       3.306108273
          0,           0,         693,      -2.760195213,      0.4139095858,      0.4461766185,       3.182540006,      0.8946288668,       3.467888074
          0,           0,         694,      -2.813593442,        0.34467979,      0.4335343583,       3.160641148,      0.8938954125,       3.259820872
          0,           0,         695,      -2.820441254,      0.3239213695,       0.399243781,        3.13398528,      0.8936844312,       3.381907463
          0,           0,         696,      -2.802760022,      0.3716961734,      0.4255316383,        3.14468871,      0.8930134929,       3.255160776
          0,           0,         697,      -2.791511757,      0.3720260101,       0.434438489,       3.187992309,      0.8923929377,       3.394538401
          0,           0,         698,      -2.809599543,      0.3480184091,      0.4252249941,       3.145845695,       0.891387987,       3.275998646
          0,           0,         699,        -2.8005848,      0.3274320397,      0.4134653394,       3.167795773,      0.8905349931,       3.318412178
          0,           0,         700,      -2.758318767,      0.3806097894,      0.4318726521,       3.202218175,      0.8927844728,       3.477043833
          0,           0,         701,      -2.693545346,       0.496003945,      0.5788510673,       3.275872515,      0.8954893441,       3.770406623
          0,           0,         702,      -2.578460364,      0.6460648388,      0.6232712136,       3.396731768,       0.882125264,       3.709244135
          0,           0,         703,      -2.696429759,       0.497021258,       0.379540145,        3.19783906,      0.8784705185,       3.232165886
          0,           0,         704,      -2.823864887,      0.2052696308,      0.5716806206,       3.108417112,       0.878052334,       3.202060349
          0,           0,         705,      -2.827996786,       0.198627371,      0.4852109277,       3.149933861,      0.8811428043,       3.555926713
          0,           0,         706,      -2.855387355,      0.1818905399,      0.5857706394,       3.124535167,      0.8827929334,        3.67297427
          0,           0,         707,      -2.618038355,      0.6205696162,      0.6354269713,       3.334412109,      0.8711112864,        3.70819892
          0,           0,         708,      -2.659933586,      0.5394372912,      0.3914369862,       3.223562661,      0.8678369388,       3.223940204
          0,           0,         709,      -2.879843956,      0.2518299829,      0.5685676344,       3.049623536,      0.8680059651,       3.356177352
          0,           0,         710,      -2.799389631,      0.1954479483,       0.484888219,       3.179036359,      0.8712275566,       3.564605265
          0,           0,         711,      -2.887270811,      0.1626895762,      0.5818003104,       3.078403018,      0.8734099885,       3.665019572
          0,           0,         712,      -2.636479416,      0.6053801217,       0.631063703,        3.33252102,      0.8627686736,       3.680138142
          0,           0,         713,      -2.661385867,       0.537968326,      0.3918648227,       3.228049669,      0.8600524164,       3.218999947
          0,           0,         714,      -2.881764089,      0.2618514197,      0.5697304652,       2.983196423,      0.8606084393,       3.349538007
          0,           0,         715,      -2.915912587,      0.1536993497,      0.4800295283,       3.087592333,      0.8609857655,       3.353039269
          0,           0,         716,      -2.961753051,     0.03618123903,      0.4047872198,       2.983576326,      0.8610196083,       3.090396751
          0,           0,         717,      -2.854469326,      0.3235913281,      0.4324287055,       3.073349235,      0.8619911052,       3.406641373
          0,           0,         718,      -2.867750921,      0.2686582231,      0.4465149348,       3.122797275,      0.8621197525,       3.251454619
          0,           0,         719,      -2.835927982,      0.3543679506,      0.4275868094,       3.132700224,      0.8627180928,       3.294477905
          0,           0,         720,      -2.815970034,      0.3503619332,       0.401958624,       3.128585121,       0.863486147,        3.34852448
          0,           0,         721,      -2.815860743,      0.3885647254,      0.4193866719,       3.167633952,      0.8641398784,       3.284112102
          0,           0,         722,      -2.769196706,      0.4165393247,      0.4345157047,       3.179531966,      0.8655671929,       3.408160009
          0,           0,         723,      -2.836013055,      0.3470650882,       0.419552791,       3.110514722,      0.8667848806,       3.378634238
          0,           0,         724,      -2.838846519,      0.2824965768,      0.4086208385,       3.111652622,       0.867893712,       3.357648435
          0,           0,         725,      -2.866900445,      0.2808913779,      0.4224887818,       3.130534681,      0.8690113422,       3.304950456
          0,           0,         726,      -2.834643812,      0.3305717236,      0.4295962886,       3.131656615,      0.8703900427,       3.324937312
          0,           0,         727,      -2.781509659,      0.4284593037,      0.4214850878,       3.177609128,      0.8719543061,       3.359405075
          0,           0,         728,      -2.734429573,      0.4816290474,      0.4074597951,       3.237219759,       0.873975905,       3.517444184
          0,           0,         729,      -2.880901325,       0.216009338,      0.4232465116,       3.070335013,      0.8755041009,       3.405861223
          0,           0,         730,      -2.919983067,      0.1446053707,      0.4360999865,       2.931918457,       0.876915435,       2.996814561
          0,           0,         731,      -2.952648655,      0.1156031543,      0.4248903142,        2.99104644,      0.8789492143,       3.116691712
          0,           0,         732,       -2.79380982,      0.3979798515,      0.4057279114,       3.187412367,      0.8812754775,       3.343211102
          0,           0,         733,      -2.803544931,      0.3904210332,       0.420357457,       3.161767502,      0.8829843844,       2.914001667
          0,           0,         734,      -2.836314213,        0.33256468,      0.4318319215,       3.117067743,      0.8853880846,       3.076387938
          0,           0,         735,      -2.866041842,      0.2801261199,      0.4224184398,       3.135525982,      0.8878122085,       3.132181605
          0,           0,         736,      -2.790385829,      0.4209945882,      0.4047222616,       3.173133747,      0.8902153354,       3.196478423
          0,           0,         737,      -2.781372707,      0.4254504275,      0.4174412147,       3.159324716,      0.8925626306,       3.153104481
          0,           0,         738,      -2.930812055,      0.1369899924,      0.4253621726,       3.027125959,      0.8949402595,       3.106008116
          0,           0,         739,      -3.030166262,     -0.1369789292,      0.4193952993,       2.977258411,      0.8976067292,       3.163336439
          0,           0,         740,      -2.999377673,     0.02506531241,      0.4031761608,       2.956237878,      0.9001451286,       3.046087952
          0,           0,         741,      -2.969328814,     0.06081049516,       0.416272724,       2.974533565,      0.9027678906,       3.063831566
          0,           0,         742,      -2.886443823,      0.2829804775,      0.4212267563,       3.108354074,      0.9054646011,       3.223614325
          0,           0,         743,      -2.874732368,      0.2989242021,      0.4145932846,       3.098430398,      0.9079202598,       3.063135854
          0,           0,         744,      -2.832460781,      0.3572173228,      0.4056209561,       3.129948297,       0.910204915,       3.055826262
          0,           0,         745,      -2.817463515,       0.379363273,      0.4171876008,       3.168869328,      0.9122455319,       3.082486091
          0,           0,         746,      -2.839126899,       0.363715427,      0.4270436938,       3.131909681,      0.9142498018,       3.007140063
          0,           0,         747,      -2.829206402,       0.354865869,      0.4222259264,       3.159517115,      0.9163604988,       3.123094429
          0,           0,         748,      -2.835672809,      0.3710768495,      0.4071638432,       3.136124404,      0.9183516852,       2.999854226
          0,           0,         749,      -2.827133042,       0.378231797,      0.4177926198,       3.137631955,      0.9203153278,       3.063882877
          0,           0,         750,       -2.82399489,      0.3723598915,      0.4255999548,       3.175431657,      0.9222630591,       3.057024912
          0,           0,         751,      -2.838794428,      0.3665688784,      0.4202989653,       3.134014462,      0.9241957611,       3.053310962
          0,           0,         752,      -2.833848086,      0.3777030141,      0.4084754438,       3.128810725,      0.9261370448,       3.085028811
          0,           0,         753,      -2.824734022,      0.3749874071,      0.4193100217,       3.177251504,      0.9280477503,       3.034357748
          0,           0,         754,        -2.8355744,      0.3741721767,      0.4222908221,        3.14015635,      0.9299820368,       3.088903411
          0,           0,         755,      -2.849248419,      0.3625030252,      0.4191048155,       3.116495434,      0.9319221484,       3.041636097
          0,           0,         756,      -2.820537383,      0.3848530678,      0.4112963736,       3.178943299,      0.9338535749,       3.104600539
          0,           0,         757,      -2.834779939,      0.3791206132,      0.4184234065,       3.140597438,       0.935725179,       3.062315633
          0,           0,         758,      -2.841418254,      0.3679053893,      0.4206485672,       3.118688104,      0.9378387306,        3.10544201
          0,           0,         759,      -2.823252866,      0.3425698845,      0.4215793034,       3.182254187,      0.9398458995,       3.119601901
          0,           0,         760,      -2.782488607,      0.3890766474,      0.4167061186,       3.206883624,      0.9417801471,       3.127103709
          0,           0,         761,      -2.818637954,      0.3875874155,      0.4193146707,       3.152867436,      0.9436399264,       3.085687099
          0,           0,         762,      -2.845513861,      0.3641583555,      0.4198609541,       3.160814246,      0.9455576142,       3.091548222
          0,           0,         763,      -2.876357251,      0.3303588665,      0.4182124573,       3.112274705,      0.9474982271,       3.124634859
          0,           0,         764,      -2.827460803,      0.3861156136,      0.4116809347,       3.141886905,      0.9494853892,       3.109171795
          0,           0,         765,      -2.815751089,       0.389491511,      0.4192180441,       3.180832858,      0.9513631844,       3.052506396
          0,           0,         766,      -2.781480506,      0.3660214404,      0.4261807615,       3.210491575,      0.9532768229,       3.069533517
          0,           0,         767,      -2.822756656,      0.3278130884,      0.4231559875,       3.162128929,      0.9551998961,       3.103535301
          0,           0,         768,      -2.837796046,      0.3794504124,      0.4111165937,       3.168589537,      0.9571161779,       3.098413699
          0,           0,         769,      -2.798045353,      0.3867345957,      0.4210875349,       3.183258042,      0.9590493471,       3.060009206
          0,           0,         770,      -2.829007568,      0.3693973246,       0.420696991,       3.143156811,      0.9609609601,        3.07440331
          0,           0,         771,      -2.838052808,      0.3514947826,      0.4205854112,       3.174276621,      0.9628824938,       3.071543705
          0,           0,         772,      -2.843683506,      0.3852417706,      0.4107453041,        3.13960077,      0.9648482903,       3.086741356
          0,           0,         773,       -2.83926078,      0.3866801321,      0.4173701443,       3.120384124,       0.966973337,       3.026068415
          0,           0,         774,      -2.873029442,      0.3468545933,      0.4149463308,       3.130233234,      0.9690506342,       3.165360714
          0,           0,         775,      -2.832668269,      0.2949546445,      0.4220052346,       3.168771524,      0.9710217608,       3.165776327
          0,           0,         776,      -2.810963349,      0.3618244907,      0.4174434884,        3.17542397,      0.9729439967,       3.079780039
          0,           0,         777,      -2.869545244,      0.3483203416,      0.4180377034,       3.146362034,      0.9749469822,       3.127589514
          0,           0,         778,      -2.848068369,      0.3845837096,       0.416454969,       3.131508806,      0.9769284625,        3.11464971
          0,           0,         779,      -2.840363555,      0.3865342965,      0.4163883064,       3.123610575,      0.9789067135,        3.07921511
          0,           0,         780,      -2.865830626,      0.3617194066,      0.4134002948,       3.147851435,      0.9809083292,        3.07703359
          0,           0,         781,      -2.889099628,      0.3376478632,      0.4183002544,       3.106556841,      0.9829051956,       3.061304583
          0,           0,         782,      -2.856588703,      0.3812720078,      0.4143205018,       3.117018719,      0.9849135147,       3.088185067
          0,           0,         783,      -2.850542365,      0.3854404531,      0.4163008117,       3.152459912,      0.9870408461,       3.009309129
          0,           0,         784,      -2.881197032,       0.347590696,      0.4107496032,       3.104673201,      0.9892183537,       3.153160801
          0,           0,         785,      -2.927175117,      0.2954469765,      0.4147260012,       3.057339287,      0.9911646584,       3.151922927
          0,           0,         786,      -2.882435949,      0.3563839129,      0.4152826007,       3.130051341,      0.9930593579,       3.081919228
          0,           0,         787,      -2.882559076,      0.3499023686,      0.4170059464,       3.107332906,      0.9949687832,       3.097616137
          0,           0,         788,      -2.858744475,      0.3847567582,      0.4126523777,       3.122001512,      0.9968410002,       3.076559812
          0,           0,         789,      -2.852429865,      0.3865283382,      0.4164251444,       3.151286266,      0.9986816815,       3.038123182
          0,           0,         790,      -2.875688308,       0.359731114,      0.4151098002,       3.108373525,        1.00051168,        3.06462139
          0,           0,         791,      -2.904759955,      0.3293219979,      0.4169345903,       3.080287187,       1.002343332,       3.087910774
          0,           0,         792,      -2.865140058,      0.3782506784,      0.4118175506,       3.148871989,       1.004089309,       3.098898863
          0,           0,         793,      -2.858294634,      0.3831973079,      0.4161094627,       3.120628073,       1.005766554,       3.056805958
          0,           0,         794,      -2.875484677,      0.3615571422,      0.4157007644,       3.097963082,       1.007540591,       3.099534889
          0,           0,         795,      -2.903253978,      0.3304723229,      0.4154872488,       3.125921825,       1.009167142,       3.115965579
          0,           0,         796,      -2.869749662,      0.3741570924,      0.4111985673,       3.121152866,       1.010707245,       3.102667154
          0,           0,         797,      -2.862522155,      0.3787686023,      0.4165761636,       3.108649842,       1.012203675,       3.066940311
          0,           0,         798,       -2.86810243,      0.3718194737,      0.4161666147,       3.146536586,       1.013565783,       3.058445145
          0,           0,         799,      -2.881020555,      0.3597634028,      0.4166067009,       3.113206123,       1.014836631,       3.062909319
          0,           0,         800,       -2.86476538,      0.3794623132,      0.4111935081,       3.106609326,       1.016118325,       3.071413978
          0,           0,         801,      -2.870723788,      0.3713340575,      0.4146099952,       3.108593311,       1.017311532,       3.068661751
          0,           0,         802,      -2.879441746,      0.3592629724,      0.4124976072,       3.137662971,        1.01832929,       3.068889894
          0,           0,         803,       -2.89460192,      0.3456112515,      0.4156487366,        3.10255245,       1.019228718,       3.094401813
          0,           0,         804,      -2.859922911,      0.3870107258,      0.4137569543,       3.122852387,       1.020021464,       3.087367814
          0,           0,         805,      -2.856927549,      0.3869952542,      0.4165371119,       3.152730973,       1.020639531,        3.05570364
          0,           0,         806,      -2.887773732,      0.3490835206,      0.4133492352,        3.10277539,       1.021175003,       3.203268702
          0,           0,         807,      -2.952961281,      0.2713450413,      0.4161841874,       3.061340575,       1.021526752,       3.210307312
          0,           0,         808,      -2.914211378,      0.3260015453,      0.4108386996,       3.075822294,       1.021661929,       3.025166938
          0,           0,         809,      -2.907185894,      0.3281966887,      0.4148332829,       3.072578611,       1.021767316,       3.174125179
          0,           0,         810,      -2.841817151,      0.4105205006,      0.4159402856,       3.167830626,       1.021705321,       3.234836682
          0,           0,         811,      -2.833685366,      0.4135064408,      0.4159980369,       3.141147839,       1.021390163,       3.100497942
          0,           0,         812,      -2.983214975,      0.2161651503,      0.4109410333,       3.003034316,       1.021007445,       2.948498529
          0,           0,         813,      -3.020982121,      0.1333780336,      0.4178347312,       3.050513817,       1.020595883,       3.125527653
          0,           0,         814,      -2.839305284,      0.3626990577,      0.4157815192,       3.155400448,       1.020033774,       3.235142151
          0,           0,         815,      -2.788433954,      0.3866618414,      0.4211183878,       3.225996694,       1.019120699,       2.982370172
          0,           0,         816,       -2.88351542,       0.318765172,       0.413673536,       3.116466956,       1.018102482,       3.113194603
          0,           0,         817,      -2.943114775,       0.273828776,      0.4156640721,       3.057655397,       1.016964234,       3.153116936
          0,           0,         818,      -2.841655003,      0.3899922515,      0.4094147024,       3.177589153,       1.015589099,       3.163461543
          0,           0,         819,      -2.832832713,      0.4077886581,      0.4147503985,       3.143167594,       1.013954894,       3.082229507
          0,           0,         820,      -2.946529082,      0.2624972238,      0.4194784472,        3.04133385,       1.012151463,       2.938802088
          0,           0,         821,      -2.942156927,      0.2238425124,      0.4214078891,       3.109125556,       1.010252921,       3.132657657
          0,           0,         822,      -2.805827661,      0.4140169466,      0.4125003231,       3.186185104,       1.008144594,       3.195469348
          0,           0,         823,      -2.711478884,      0.5147754213,      0.4226607645,       3.263061398,        1.00606344,       3.410870414
          0,           0,         824,      -2.900056274,      0.2950684982,       0.413149404,       3.102914394,       1.003612142,       3.467132564
          0,           0,         825,      -2.931075928,      0.1972907482,      0.4223510149,       3.030504762,       1.000592598,       3.343216315
          0,           0,         826,      -3.079924948,     0.03033452862,      0.4200140061,       2.886676537,      0.9976352972,       3.387761942
          0,           0,         827,      -2.875708955,      0.3591303034,      0.4190765703,       3.135118471,      0.9945050467,        3.44115653
          0,           0,         828,      -2.988240035,      0.2313351696,      0.4091214829,       3.042484368,      0.9909757084,       3.357757005
          0,           0,         829,       -2.82786855,      0.3625493463,       0.422973869,       3.164838378,      0.9875066847,       3.427959956
          0,           0,         830,       -2.84191892,      0.3386081539,      0.4231397047,       3.179165517,      0.9836791903,       3.432985099
          0,           0,         831,      -2.836998819,      0.4235397517,      0.4139930511,       3.154456414,      0.9797176137,        3.45931228
          0,           0,         832,       -2.77019674,      0.4348901866,       0.410136311,       3.198519976,      0.9754436754,       3.428614527
          0,           0,         833,      -3.009275016,       0.158162262,      0.4182245722,       3.050846059,       0.970887582,       3.321207839
