Point ID,Density,Energy,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude
169,1.13689,861659,2.93324,1176.66,-0.100753,0,1176.66,3.7352,0.0001083,0,3.7352,101101,-0.00161037,309.852,1034.98,-0.0886214,0,1034.98
170,1.13694,861697,2.9332,1176.71,-0.100757,0,1176.71,3.7724,0.000105115,0,3.7724,101108,-0.00156369,309.858,1034.97,-0.088621,0,1034.97
171,1.13699,861731,2.93316,1176.75,-0.100761,0,1176.75,3.8096,0.00010193,0,3.8096,101114,-0.00152132,309.863,1034.97,-0.0886205,0,1034.97
172,1.13704,861763,2.93313,1176.79,-0.100764,0,1176.79,3.8468,9.87445e-05,0,3.8468,101119,-0.00148262,309.868,1034.96,-0.0886201,0,1034.96
173,1.13708,861792,2.9331,1176.82,-0.100767,0,1176.82,3.884,9.55592e-05,0,3.884,101124,-0.00144709,309.872,1034.96,-0.0886198,0,1034.96
174,1.13711,861818,2.93307,1176.86,-0.10077,0,1176.86,3.9212,9.23739e-05,0,3.9212,101128,-0.0014143,309.876,1034.95,-0.0886195,0,1034.95
175,1.13715,861843,2.93304,1176.89,-0.100773,0,1176.89,3.9584,8.91886e-05,0,3.9584,101133,-0.00138393,309.88,1034.95,-0.0886192,0,1034.95
176,1.13718,861866,2.93301,1176.92,-0.100775,0,1176.92,3.9956,8.60033e-05,0,3.9956,101137,-0.00135568,309.883,1034.95,-0.0886189,0,1034.95
177,1.13721,861887,2.93299,1176.95,-0.100778,0,1176.95,4.0328,8.2818e-05,0,4.0328,101140,-0.00132932,309.886,1034.94,-0.0886186,0,1034.94
178,1.13724,861907,2.93297,1176.97,-0.10078,0,1176.97,4.07,7.96326e-05,0,4.07,101144,-0.00130464,309.889,1034.94,-0.0886184,0,1034.94
179,1.13726,861926,2.93295,1177,-0.100782,0,1177,4.1072,7.64473e-05,0,4.1072,101147,-0.00128146,309.892,1034.94,-0.0886181,0,1034.94
180,1.13729,861943,2.93293,1177.02,-0.100784,0,1177.02,4.1444,7.3262e-05,0,4.1444,101150,-0.00125964,309.894,1034.94,-0.0886179,0,1034.94
181,1.13731,861960,2.93291,1177.04,-0.100786,0,1177.04,4.1816,7.00767e-05,0,4.1816,101153,-0.00123905,309.897,1034.93,-0.0886177,0,1034.93
182,1.13733,861976,2.93289,1177.06,-0.100787,0,1177.06,4.2188,6.68914e-05,0,4.2188,101155,-0.00121957,309.899,1034.93,-0.0886175,0,1034.93
183,1.13735,861991,2.93287,1177.08,-0.100789,0,1177.08,4.256,6.37061e-05,0,4.256,101158,-0.00120111,309.902,1034.93,-0.0886173,0,1034.93
184,1.13737,862005,2.93286,1177.1,-0.100791,0,1177.1,4.2932,6.05208e-05,0,4.2932,101160,-0.00118357,309.904,1034.93,-0.0886171,0,1034.93
185,1.13739,862018,2.93284,1177.11,-0.100792,0,1177.11,4.3304,5.73355e-05,0,4.3304,101163,-0.00116689,309.906,1034.92,-0.088617,0,1034.92
186,1.13741,862031,2.93283,1177.13,-0.100793,0,1177.13,4.3676,5.41502e-05,0,4.3676,101165,-0.00115099,309.908,1034.92,-0.0886168,0,1034.92
187,1.13742,862044,2.93282,1177.14,-0.100795,0,1177.14,4.4048,5.09649e-05,0,4.4048,101167,-0.00113581,309.909,1034.92,-0.0886167,0,1034.92
188,1.13744,862055,2.9328,1177.16,-0.100796,0,1177.16,4.442,4.77796e-05,0,4.442,101169,-0.00112131,309.911,1034.92,-0.0886165,0,1034.92
189,1.13746,862067,2.93279,1177.17,-0.100797,0,1177.17,4.4792,4.45943e-05,0,4.4792,101171,-0.00110743,309.913,1034.92,-0.0886164,0,1034.92
190,1.13747,862077,2.93278,1177.19,-0.100798,0,1177.19,4.5164,4.1409e-05,0,4.5164,101173,-0.00109413,309.914,1034.92,-0.0886162,0,1034.92
191,1.13749,862088,2.93277,1177.2,-0.1008,0,1177.2,4.5536,3.82237e-05,0,4.5536,101175,-0.00108137,309.916,1034.91,-0.0886161,0,1034.91
192,1.1375,862098,2.93276,1177.21,-0.100801,0,1177.21,4.5908,3.50384e-05,0,4.5908,101176,-0.00106911,309.917,1034.91,-0.088616,0,1034.91
193,1.13751,862107,2.93275,1177.23,-0.100802,0,1177.23,4.628,3.18531e-05,0,4.628,101178,-0.00105732,309.919,1034.91,-0.0886159,0,1034.91
194,1.13753,862116,2.93273,1177.24,-0.100803,0,1177.24,4.6652,2.86678e-05,0,4.6652,101180,-0.00104597,309.92,1034.91,-0.0886157,0,1034.91
195,1.13754,862125,2.93273,1177.25,-0.100804,0,1177.25,4.7024,2.54824e-05,0,4.7024,101181,-0.00103502,309.921,1034.91,-0.0886156,0,1034.91
196,1.13755,862134,2.93272,1177.26,-0.100805,0,1177.26,4.7396,2.22971e-05,0,4.7396,101183,-0.00102445,309.923,1034.91,-0.0886155,0,1034.91
197,1.13756,862142,2.93271,1177.27,-0.100805,0,1177.27,4.7768,1.91118e-05,0,4.7768,101184,-0.00101422,309.924,1034.91,-0.0886154,0,1034.91
198,1.13757,862150,2.9327,1177.28,-0.100806,0,1177.28,4.814,1.59265e-05,0,4.814,101185,-0.00100433,309.925,1034.91,-0.0886153,0,1034.91
199,1.13758,862158,2.93269,1177.29,-0.100807,0,1177.29,4.8512,1.27412e-05,0,4.8512,101187,-0.000994732,309.926,1034.9,-0.0886152,0,1034.9
200,1.13759,862165,2.93268,1177.3,-0.100808,0,1177.3,4.8884,9.55592e-06,0,4.8884,101188,-0.000985416,309.927,1034.9,-0.0886151,0,1034.9
201,1.1376,862173,2.93267,1177.31,-0.100809,0,1177.31,4.9256,6.37061e-06,0,4.9256,101189,-0.000976361,309.928,1034.9,-0.088615,0,1034.9
202,1.13761,862180,2.93266,1177.32,-0.10081,0,1177.32,4.9628,3.18531e-06,0,4.9628,101190,-0.000967547,309.93,1034.9,-0.088615,0,1034.9
