[Name]
Series 1 at /POLYLINE:Polyline 1

[Data]
X [ m ],Pressure Coefficient
-3.10459757e+00, 8.71800110e-02
-3.10348392e+00, 8.42316449e-02
-3.10075331e+00, 8.11816305e-02
-3.10055494e+00, 8.11447203e-02
-3.09719276e+00, 8.10992122e-02
-3.09678555e+00, 8.09142515e-02
-3.09252334e+00, 7.87948817e-02
-3.08949327e+00, 7.89515823e-02
-3.08473563e+00, 8.31534117e-02
-3.08439851e+00, 8.31022412e-02
-3.08166027e+00, 7.99295902e-02
-3.07859731e+00, 6.92427978e-02
-3.07529044e+00, 6.59620911e-02
-3.07483768e+00, 6.69084638e-02
-3.07301092e+00, 7.11164698e-02
-3.06861424e+00, 7.47174844e-02
-3.06572485e+00, 7.25532100e-02
-3.06108141e+00, 7.02315941e-02
-3.05811453e+00, 6.95324093e-02
-3.05321622e+00, 6.39368519e-02
-3.05008912e+00, 6.21159784e-02
-3.04517460e+00, 6.17354140e-02
-3.04155254e+00, 6.06202409e-02
-3.03707981e+00, 6.04774952e-02
-3.03257656e+00, 5.87646402e-02
-3.02888346e+00, 5.60759753e-02
-3.02369595e+00, 5.43539003e-02
-3.02012920e+00, 5.58761023e-02
-3.01441503e+00, 5.22531532e-02
-3.01086330e+00, 4.97845672e-02
-3.00437474e+00, 5.59627227e-02
-3.00433779e+00, 5.59794270e-02
-3.00093532e+00, 5.69693521e-02
-2.99540973e+00, 4.48304676e-02
-2.99156952e+00, 3.84433232e-02
-2.98594141e+00, 4.83543873e-02
-2.98546338e+00, 4.86771241e-02
-2.98220992e+00, 4.95996699e-02
-2.97672176e+00, 4.49484251e-02
-2.97026944e+00, 4.25932594e-02
-2.96595287e+00, 3.93784419e-02
-2.95999956e+00, 3.94661054e-02
-2.95443583e+00, 3.87794115e-02
-2.94936872e+00, 3.69175412e-02
-2.94308019e+00, 3.51808518e-02
-2.93840671e+00, 3.38089541e-02
-2.93140650e+00, 3.20172049e-02
-2.92704749e+00, 3.19631472e-02
-2.91915727e+00, 3.25315818e-02
-2.91490459e+00, 3.20999511e-02
-2.90661764e+00, 2.94560008e-02
-2.90223050e+00, 2.63742376e-02
-2.89384341e+00, 2.49478091e-02
-2.88942504e+00, 2.56794021e-02
-2.88081026e+00, 2.58377474e-02
-2.87612438e+00, 2.55643465e-02
-2.86760807e+00, 2.02599857e-02
-2.86270428e+00, 1.81533508e-02
-2.85413790e+00, 1.87077355e-02
-2.84917092e+00, 1.81318913e-02
-2.84039807e+00, 1.65221225e-02
-2.83541822e+00, 1.57979149e-02
-2.82638168e+00, 1.43311908e-02
-2.82139659e+00, 1.35381995e-02
-2.81208611e+00, 1.19818142e-02
-2.80705571e+00, 1.11723337e-02
-2.79751301e+00, 9.64611769e-03
-2.79236150e+00, 8.79928563e-03
-2.78264832e+00, 7.11343158e-03
-2.77731037e+00, 6.23559579e-03
-2.76753044e+00, 4.55065118e-03
-2.76195621e+00, 3.63769964e-03
-2.75211406e+00, 2.03029299e-03
-2.74630260e+00, 1.18773256e-03
-2.73636794e+00, -2.64670321e-04
-2.73036313e+00, -1.25973194e-03
-2.72029567e+00, -2.70367763e-03
-2.71413803e+00, -4.00167797e-03
-2.70390272e+00, -5.26272366e-03
-2.69764304e+00, -6.46079890e-03
-2.68720508e+00, -7.99821690e-03
-2.68083072e+00, -9.07044951e-03
-2.67023897e+00, -1.08882915e-02
-2.66371369e+00, -1.22444239e-02
-2.65298319e+00, -1.44602424e-02
-2.64628482e+00, -1.51413204e-02
-2.63544774e+00, -1.68966781e-02
-2.62856364e+00, -1.79526471e-02
-2.61762476e+00, -1.97459534e-02
-2.61054087e+00, -2.08449177e-02
-2.59950638e+00, -2.22797394e-02
-2.59221315e+00, -2.37193312e-02
-2.58110595e+00, -2.81438120e-02
-2.57364035e+00, -2.86686067e-02
-2.56240034e+00, -2.78687719e-02
-2.55480146e+00, -3.13193686e-02
-2.54337049e+00, -3.99358869e-02
-2.53570676e+00, -3.94618511e-02
-2.52404976e+00, -3.20708416e-02
-2.51632595e+00, -3.17079201e-02
-2.50453067e+00, -3.90866697e-02
-2.49676442e+00, -4.76691313e-02
-2.48475599e+00, -5.41077144e-02
-2.47696042e+00, -4.87666540e-02
-2.46473932e+00, -4.19472381e-02
-2.45686388e+00, -4.62028719e-02
-2.44455361e+00, -5.92794605e-02
-2.43660259e+00, -6.44221678e-02
-2.42416525e+00, -6.60903156e-02
-2.41613388e+00, -6.82913885e-02
-2.40357828e+00, -7.16246367e-02
-2.39547157e+00, -7.01770782e-02
-2.38280535e+00, -7.39149973e-02
-2.37477207e+00, -8.37018713e-02
-2.36836624e+00, -7.00307786e-02
-2.36021304e+00, -6.27886429e-02
-2.35009193e+00, -6.31950274e-02
-2.33288455e+00, -4.23319414e-02
-2.31980801e+00, -3.65058258e-02
-2.30670381e+00, -3.47255208e-02
-2.28973389e+00, -3.53087112e-02
-2.27703524e+00, -3.19506712e-02
-2.26440239e+00, -2.42479388e-02
-2.24756527e+00, -2.58756038e-02
-2.23464513e+00, -3.03043127e-02
-2.22239828e+00, -2.52200887e-02
-2.20569229e+00, -2.07913481e-02
-2.19119287e+00, -2.46314704e-02
-2.18214726e+00, -2.16842555e-02
-2.18011928e+00, -2.08003260e-02
-2.16383100e+00, -1.91577300e-02
-2.14671278e+00, -2.20573992e-02
-2.13399696e+00, -1.64973401e-02
-2.11863995e+00, -1.87685490e-02
-2.10578060e+00, -3.01869195e-02
-2.09054279e+00, -2.14409046e-02
-2.07450628e+00, -9.28403437e-03
-2.06276035e+00, -1.68019682e-02
-2.05122662e+00, -1.95813924e-02
-2.03993797e+00, -1.66689008e-02
-2.02431893e+00, -1.60411727e-02
-2.00875783e+00, -1.38821248e-02
-2.00707459e+00, -1.37446560e-02
-1.99474096e+00, -1.40943713e-02
-1.98888803e+00, -1.51750669e-02
-1.98029900e+00, -1.75918732e-02
-1.97168195e+00, -1.90445427e-02
-1.96629381e+00, -1.84398163e-02
-1.95334494e+00, -1.37791466e-02
-1.95288444e+00, -1.36725390e-02
-1.93749213e+00, -1.29572088e-02
-1.92220473e+00, -1.29788462e-02
-1.90695190e+00, -1.76020935e-02
-1.89164019e+00, -1.67094581e-02
-1.87618065e+00, -1.51664112e-02
-1.86188698e+00, -1.44601641e-02
-1.85842276e+00, -1.43205114e-02
-1.84959459e+00, -1.41850058e-02
-1.83722377e+00, -1.46908136e-02
-1.83711970e+00, -1.46937948e-02
-1.82138312e+00, -1.42102074e-02
-1.80541217e+00, -1.27136596e-02
-1.78894508e+00, -1.30525772e-02
-1.77076757e+00, -1.31924087e-02
-1.75353837e+00, -1.27882231e-02
-1.73690832e+00, -1.59408860e-02
-1.71986461e+00, -1.15770567e-02
-1.70040858e+00, -1.36388270e-02
-1.69495690e+00, -1.47785321e-02
-1.68947351e+00, -1.51713574e-02
-1.67337632e+00, -1.20664425e-02
-1.65906394e+00, -1.52914030e-02
-1.65252399e+00, -1.52474223e-02
-1.64863670e+00, -1.48168709e-02
-1.63421607e+00, -1.00115016e-02
-1.61838043e+00, -1.08156772e-02
-1.60689175e+00, -1.10520646e-02
-1.59187269e+00, -1.38372695e-02
-1.58235860e+00, -1.82980727e-02
-1.56678474e+00, -1.71395652e-02
-1.55725801e+00, -1.36375241e-02
-1.54103720e+00, -6.59478409e-03
-1.53110230e+00, -4.42726910e-03
-1.51566422e+00, -1.40583478e-02
-1.50225604e+00, -1.61764361e-02
-1.49099672e+00, -1.41266771e-02
-1.47471857e+00, -1.44214593e-02
-1.46389389e+00, -1.16444007e-02
-1.44782937e+00, -4.08299826e-03
-1.43154585e+00, -5.86401811e-03
-1.42023933e+00, -1.05483774e-02
-1.40842509e+00, -1.40772229e-02
-1.39537883e+00, -1.19256563e-02
-1.38146150e+00, -1.02561908e-02
-1.37559247e+00, -1.02789309e-02
-1.37201273e+00, -9.99076851e-03
-1.35919785e+00, -7.43876025e-03
-1.34699512e+00, -7.53609138e-03
-1.33923376e+00, -1.16230119e-02
-1.32954288e+00, -1.60668083e-02
-1.32125020e+00, -1.70068536e-02
-1.31318903e+00, -1.74315143e-02
-1.30426955e+00, -1.52021702e-02
-1.29624557e+00, -1.36520788e-02
-1.28658485e+00, -1.37310419e-02
-1.27925003e+00, -1.39955189e-02
-1.27070677e+00, -1.39670633e-02
-1.25884902e+00, -9.89006553e-03
-1.24795115e+00, -1.20164501e-02
-1.24531960e+00, -1.24658756e-02
-1.24080622e+00, -1.29048191e-02
-1.23094678e+00, -1.22209061e-02
-1.22029006e+00, -1.12103280e-02
-1.21327591e+00, -1.11745130e-02
-1.20447791e+00, -1.12674562e-02
-1.19419718e+00, -9.51960776e-03
-1.18453276e+00, -9.57207941e-03
-1.18339050e+00, -9.36268736e-03
-1.17589545e+00, -6.20830525e-03
-1.17126560e+00, -2.87710363e-03
-1.16731000e+00, -3.27483343e-04
-1.15848804e+00, 3.62145156e-03
-1.14812803e+00, 8.66430253e-03
-1.13922405e+00, 2.22236924e-02
-1.13638520e+00, 2.94960849e-02
-1.13330150e+00, 3.86447497e-02
-1.12681961e+00, 6.78067580e-02
-1.12092543e+00, 1.20914027e-01
-1.11775470e+00, 1.70548350e-01
-1.11385202e+00, 2.59953886e-01
-1.11076033e+00, 3.33990395e-01
-1.10842514e+00, 3.96686316e-01
-1.10563540e+00, 5.62097847e-01
-1.10503578e+00, 6.07342660e-01
-1.10474002e+00, 5.97386539e-01
-1.10482693e+00, 5.78873873e-01
-1.10493088e+00, 6.73245430e-01
-1.10504413e+00, 7.95213580e-01
-1.10516632e+00, 8.92307162e-01
-1.10530305e+00, 9.49062109e-01
-1.10546350e+00, 9.43596363e-01
-1.10556304e+00, 8.88275504e-01
-1.10557067e+00, 5.74289441e-01
undef, undef
-1.01101413e-01, 7.07476020e-01
-1.01093963e-01, 9.33038294e-01
-1.00990422e-01, 9.99539733e-01
-1.00950465e-01, 1.00617647e+00
-1.00878462e-01, 9.91545856e-01
-1.00755349e-01, 9.38690186e-01
-1.00604393e-01, 8.24547052e-01
-1.00513130e-01, 7.20631182e-01
-1.00362591e-01, 6.14918470e-01
-1.00268446e-01, 6.25511229e-01
-1.00941196e-01, 6.08376682e-01
-1.02963984e-01, 3.93609792e-01
-1.04916573e-01, 3.26941460e-01
-1.07475191e-01, 2.69766569e-01
-1.10477157e-01, 1.85399786e-01
-1.14203617e-01, 1.09963506e-01
-1.18553638e-01, 5.67877740e-02
-1.23235293e-01, 2.40794215e-02
-1.30758077e-01, 5.20970346e-03
-1.37484178e-01, -3.42560839e-03
-1.44429892e-01, -6.24132389e-03
-1.52610064e-01, -5.53294737e-03
-1.61351010e-01, -1.50611694e-03
-1.68720260e-01, 2.42394581e-03
-1.79045051e-01, 8.31380673e-03
-1.85513183e-01, 1.23173920e-02
-1.96612105e-01, 1.89974699e-02
-2.03086585e-01, 2.30302941e-02
-2.14917257e-01, 3.26269269e-02
-2.16072440e-01, 3.34395543e-02
-2.20926434e-01, 3.68598588e-02
-2.32000232e-01, 3.87697592e-02
-2.39801407e-01, 4.10271734e-02
-2.43716955e-01, 4.35476862e-02
-2.48302534e-01, 4.65443693e-02
-2.52325386e-01, 4.85736206e-02
-2.58864403e-01, 5.17038405e-02
-2.61663139e-01, 5.31210266e-02
-2.69436210e-01, 5.57431467e-02
-2.71582186e-01, 5.58296591e-02
-2.80488431e-01, 5.50734326e-02
-2.91221887e-01, 5.72287440e-02
-2.97939539e-01, 5.89977503e-02
-3.07760537e-01, 6.04198575e-02
-3.18876415e-01, 5.40480204e-02
-3.28501523e-01, 4.95278388e-02
-3.37434977e-01, 4.70815077e-02
-3.46335799e-01, 4.29655872e-02
-3.54837894e-01, 3.83957662e-02
-3.56383413e-01, 3.77088375e-02
-3.64214301e-01, 3.48376743e-02
-3.65829110e-01, 3.40306088e-02
-3.74678880e-01, 2.71719247e-02
-3.81598711e-01, 2.27671526e-02
-3.92367095e-01, 1.93584077e-02
-3.93864721e-01, 1.87928621e-02
-4.00696218e-01, 1.61711238e-02
-4.07328010e-01, 1.38484994e-02
-4.08827394e-01, 1.33222453e-02
-4.18123364e-01, 1.07210148e-02
-4.27956343e-01, 8.36346019e-03
-4.37793702e-01, 5.83061716e-03
-4.47643876e-01, 3.69121623e-03
-4.57503349e-01, 1.57151371e-03
-4.66762185e-01, 2.57739302e-04
-4.68226552e-01, 8.65846087e-05
-4.75142062e-01, -7.16554932e-04
-4.80141580e-01, -1.27020618e-03
-4.83526915e-01, -1.61836017e-03
-4.91879940e-01, -2.39491998e-03
-4.91892636e-01, -2.39564665e-03
-5.01496255e-01, -2.74284766e-03
-5.10788202e-01, -4.85625444e-03
-5.19590020e-01, -6.71926420e-03
-5.28749526e-01, -4.92024561e-03
-5.35687625e-01, -5.09089231e-03
-5.43217540e-01, -5.51151764e-03
-5.52947164e-01, -6.25610445e-03
-5.61907291e-01, -9.45998728e-03
-5.68477750e-01, -9.88242123e-03
-5.74888051e-01, -8.49547423e-03
-5.84894955e-01, -8.24212283e-03
-5.92254221e-01, -8.13221000e-03
-6.00224197e-01, -7.92380981e-03
-6.10452771e-01, -8.77420790e-03
-6.18442595e-01, -9.57363471e-03
-6.25845909e-01, -9.23832320e-03
-6.36148632e-01, -1.13187190e-02
-6.45927608e-01, -1.08790062e-02
-6.47662878e-01, -1.04325591e-02
-6.53236270e-01, -9.14599933e-03
-6.63263321e-01, -9.75449104e-03
-6.73133969e-01, -1.02951173e-02
-6.80329084e-01, -1.06849475e-02
-6.91218495e-01, -1.05890241e-02
-6.97023451e-01, -1.04661053e-02
-7.07334995e-01, -1.40413344e-02
-7.14734137e-01, -1.53435394e-02
-7.21810520e-01, -1.19818235e-02
-7.22187340e-01, -1.17935445e-02
-7.32835412e-01, -9.33078956e-03
-7.43627548e-01, -1.15010720e-02
-7.50197351e-01, -1.19530465e-02
-7.61340141e-01, -1.10463966e-02
-7.67669022e-01, -1.25460168e-02
-7.76711822e-01, -1.39308255e-02
-7.82827973e-01, -1.36914738e-02
-7.92484879e-01, -1.37951355e-02
-8.00719857e-01, -1.15695447e-02
-8.07134271e-01, -9.70428810e-03
-8.08382690e-01, -9.46377497e-03
-8.18395615e-01, -9.04827379e-03
-8.28901231e-01, -1.13948807e-02
-8.39113891e-01, -1.42120095e-02
-8.45751822e-01, -1.21308789e-02
-8.57114494e-01, -1.01867467e-02
-8.64415705e-01, -1.39951743e-02
-8.74640822e-01, -1.37512237e-02
-8.79831791e-01, -1.01737622e-02
-8.81715417e-01, -9.16668773e-03
-8.91930223e-01, -1.04812449e-02
-9.02274251e-01, -1.22650731e-02
-9.03673351e-01, -1.22745242e-02
-9.08902228e-01, -1.27893034e-02
-9.17204380e-01, -1.31823635e-02
-9.24830496e-01, -1.00752739e-02
-9.31778312e-01, -1.01842880e-02
-9.41420555e-01, -1.37765780e-02
-9.47812021e-01, -1.43255154e-02
-9.56025004e-01, -9.67392884e-03
-9.67792988e-01, -1.11029716e-02
-9.76223588e-01, -1.22555792e-02
-9.84561145e-01, -7.58472364e-03
-9.95230496e-01, -6.02474436e-03
-1.00549078e+00, -1.00344224e-02
-1.01366377e+00, -8.68569314e-03
-1.02131438e+00, -6.59805629e-03
-1.03161299e+00, -2.70614401e-03
-1.03902197e+00, 2.03882111e-03
-1.04708540e+00, 8.41569062e-03
-1.05812955e+00, 1.62334368e-02
-1.06563282e+00, 2.14153286e-02
-1.07201672e+00, 1.48919150e-02
-1.07764435e+00, -2.95499302e-02
-1.08152008e+00, -9.89022106e-02
-1.08557653e+00, -2.06421480e-01
-1.08778632e+00, -2.73720980e-01
-1.09023571e+00, -2.98283696e-01
-1.09313834e+00, -1.83242396e-01
-1.09406054e+00, -1.20252982e-01
-1.09406650e+00, -1.23376772e-01
-1.09422052e+00, -2.09870040e-01
-1.09434509e+00, -2.84571350e-01
-1.09447467e+00, -3.68159145e-01
-1.09455645e+00, -4.37300920e-01
-1.09463477e+00, -4.93566036e-01
-1.09475076e+00, -5.44928908e-01
-1.09482360e+00, -5.20208180e-01
undef, undef
-9.24769863e-02, -8.73897254e-01
-9.30432975e-02, -7.09450364e-01
-9.41749960e-02, -6.45179093e-01
-9.59999189e-02, -6.89309299e-01
-9.61610973e-02, -7.10879505e-01
-9.73488316e-02, -9.09841716e-01
-9.85038579e-02, -1.23506129e+00
-9.92254764e-02, -1.57433152e+00
undef, undef
-1.10369277e+00, -1.30859578e+00
-1.10314083e+00, -1.19753575e+00
-1.10226560e+00, -8.95005167e-01
-1.10085225e+00, -6.22539043e-01
-1.09920359e+00, -5.19160211e-01
-1.09741461e+00, -5.65254152e-01
-1.09700966e+00, -6.50611877e-01


